World rank,Company,Country,Region,Industry,R&D 2017/18 (€mn),R&D one-year growth (%),Net sales (€mn),Net sales one-year growth (%),R&D intensity (%),Capex (€mn),Capex one-year growth (%),Capex intensity (%),Op.profits (€mn),Op.profits one-year growth (%),Profitability (%),Employees,Employees one-year growth (%),Market cap (€mn),Market cap one-year growth (%)
1807,LEOCH INTERNATIONAL TECHNOLOGY,China,China,Electronic & Electrical Equipment,41.2,34.3,1212.1,51.1,3.4,42.5,43.0,3.5,51.5,-10.4,4.3,13958,13.2,198.4,46.1
1808,HEXCEL,US,US,Chemicals,41.2,5.3,1645.4,-1.5,2.5,231.9,-15.2,14.1,292.3,-2.6,17.8,6259,1.7,4025.2,16.4
1809,FOXCONN TECHNOLOGY,Taiwan,RoW,Technology Hardware & Equipment,41.2,51.0,4129.3,84.5,1.0,40.3,1.6,1.0,310.0,-6.3,7.5,,,3785.5,9.1
1810,STEMLINE THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,41.1,83.9,0.7,-13.7,5493.5,0.1,1706.2,14.3,-57.2,76.3,-7632.9,37,27.6,190.8,46.3
1811,N BROWN,UK,EU,General Retailers,41.1,-3.2,1039.0,2.4,4.0,2.9,-29.7,0.3,44.4,-42.6,4.3,2644,-3.6,1044.2,60.4
1812,TPR,Japan,Japan,Automobiles & Parts,41.1,4.3,1384.0,6.8,3.0,107.3,8.1,7.8,151.8,1.8,11.0,7104,2.5,888.4,26.3
1813,SUSINO UMBRELLA,China,China,Software & Computer Services,41.1,91.3,408.9,27.5,10.0,22.7,73.2,5.6,97.4,36.9,23.8,2236,15.9,1826.4,78.5
1814,PHARM RESEARCH ASSOCIATES,UK,EU,Pharmaceuticals & Biotechnology,41.0,0.2,428.0,28.0,9.6,,,,31.3,-54.0,7.3,1041,20.9,,
1815,NORITZ,Japan,Japan,General Industrials,41.0,-4.2,1585.3,1.3,2.6,61.9,32.7,3.9,40.9,-36.2,2.6,8815,-3.3,722.2,-4.9
1816,ELMOS SEMICONDUCTOR,Germany,EU,Technology Hardware & Equipment,41.0,10.1,250.4,9.5,16.4,35.8,72.5,14.3,39.1,69.3,15.6,1180,4.6,415.6,52.7
1817,NATIONAL BANK OF GREECE,Greece,EU,Banks,41.0,10.8,1679.0,-11.5,2.4,188.0,6.2,11.2,-137.0,-418.6,-8.2,11501,-6.9,3119.2,61.6
1818,OUTOTEC,Finland,EU,Industrial Engineering,40.9,4.1,1139.2,7.7,3.6,9.1,42.2,0.8,24.4,-136.2,2.1,4146,-1.1,1129.9,61.3
1819,XINGFA ALUMINIUM HOLDINGS,China,China,Real Estate Investment & Services,40.9,1236.4,927.0,29.8,4.4,42.7,77.5,4.6,73.6,27.6,7.9,6429,5.5,,
1820,LG UPLUS,South Korea,RoW,Media,40.9,-0.4,9564.5,7.2,0.4,1040.6,-10.2,10.9,643.6,10.7,6.7,,,4693.1,18.5
1821,ALLIED MINDS,UK,EU,Technology Hardware & Equipment,40.9,-11.7,4.2,87.7,980.0,1.0,-66.9,24.9,-87.1,-8.1,-2088.9,184,-55.4,333.9,-57.8
1822,QLT,Canada,RoW,Pharmaceuticals & Biotechnology,40.9,231.5,115.4,919.9,35.4,0.6,386.5,0.5,-72.4,136.5,-62.7,180,10.4,110.6,
1823,DELTA GALIL INDUSTRIES,Israel,RoW,Personal Goods,40.9,32.4,1140.7,16.0,3.6,26.1,-26.5,2.3,70.5,14.2,6.2,11670,13.3,689.3,7.0
1824,TREVENA,US,US,Pharmaceuticals & Biotechnology,40.8,-73.3,,,,2.9,477.7,,-57.2,-32.9,,51,-29.2,119.5,-59.5
1825,NACHI FUJIKOSHI,Japan,Japan,Industrial Engineering,40.8,13.5,1753.8,12.3,2.3,130.6,-20.3,7.4,119.1,44.8,6.8,7202,6.3,1073.0,65.6
1826,STONERIDGE,US,US,Automobiles & Parts,40.8,25.0,687.4,18.5,5.9,26.8,31.4,3.9,48.4,27.3,7.0,4500,7.1,389.0,-3.3
1827,HAIER ELECTRONICS,China,China,Industrial Engineering,40.7,-4.5,10090.2,23.4,0.4,120.2,104.9,1.2,504.3,20.2,5.0,15241,-1.5,6211.0,60.5
1828,CLEARSIDE BIOMEDICAL,US,US,Pharmaceuticals & Biotechnology,40.6,157.2,0.3,-33.7,14118.3,0.3,10101.8,88.7,-48.7,131.8,-16929.9,34,41.7,147.7,16.8
1829,SHINDENGEN ELECTRIC MANUFACTURING,Japan,Japan,Technology Hardware & Equipment,40.6,9.0,680.8,-0.6,6.0,30.2,26.6,4.4,50.1,29.9,7.4,4956,5.7,550.5,76.7
1830,DIAGEO,UK,EU,Beverages,40.6,9.1,13703.0,0.9,0.3,657.9,12.7,4.8,4155.0,4.3,30.3,29362,-6.7,73557.4,23.0
1831,FINASTRA INTERNATIONAL,UK,EU,Software & Computer Services,40.5,296.3,213.3,1.9,19.0,0.8,-67.7,0.4,-16.5,-130.7,-7.7,444,2.8,,
1832,TECAN,Switzerland,RoW,Pharmaceuticals & Biotechnology,40.5,13.3,468.8,8.3,8.6,7.0,20.1,1.5,68.8,18.1,14.7,1482,2.4,1909.0,24.9
1833,HAEMONETICS,US,US,Health Care Equipment & Services,40.5,-0.1,753.7,2.0,5.4,62.4,-1.8,8.3,52.8,-426.9,7.0,3136,0.9,1887.0,18.7
1834,SUMCO,Japan,Japan,Technology Hardware & Equipment,40.4,-2.8,1924.9,23.3,2.1,114.8,-16.8,6.0,310.8,199.6,16.1,7711,2.5,3500.3,78.8
1835,KINSUS INTERCONNECT TECHNOLOGY,Taiwan,RoW,Electronic & Electrical Equipment,40.4,0.5,624.0,-3.6,6.5,174.9,31.5,28.0,16.0,-78.8,2.6,,,1046.6,25.6
1836,HITACHI KOKI,Japan,Japan,Electronic & Electrical Equipment,40.3,54.1,1320.2,26.3,3.1,18.6,0.2,1.4,50.0,107.6,3.8,6458,-1.1,660.8,-20.3
1837,SYNERGY PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,40.3,-46.0,14.0,,287.4,0.2,-29.3,1.2,-185.3,52.9,-1321.0,313,169.8,559.0,-21.0
1838,COUPA SOFTWARE,US,US,Software & Computer Services,40.3,39.9,155.7,39.6,25.9,3.7,-0.1,2.4,-37.5,26.9,-24.1,833,27.8,1345.8,
1839,LIVEPERSON,US,US,Software & Computer Services,40.3,10.1,182.5,-1.8,22.1,14.5,40.9,7.9,-12.7,-10.6,-7.0,981,-0.4,658.1,75.4
1840,PROTEOSTASIS THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,40.3,88.9,4.5,-36.3,904.6,0.1,-48.5,2.2,-50.0,60.1,-1122.9,52,-28.8,45.3,-80.2
1841,INSTRUCTURE,US,US,Software & Computer Services,40.3,35.8,132.4,43.2,30.4,13.1,124.3,9.9,-42.3,-4.9,-32.0,1140,20.1,725.6,29.9
1842,ANHUI HELI,China,China,Industrial Engineering,40.2,16.8,1057.7,35.6,3.8,15.6,7.3,1.5,78.6,23.7,7.4,7265,28.3,1013.2,14.4
1843,SYNDAX PHARMA,US,US,Pharmaceuticals & Biotechnology,40.2,52.7,1.8,72.8,2286.6,0.1,-67.8,4.0,-51.7,41.6,-2939.0,45,36.4,214.9,2.2
1844,SAKATA SEED,Japan,Japan,Food Producers,40.2,9.0,456.7,5.2,8.8,15.5,-31.8,3.4,56.6,5.7,12.4,2275,4.1,1219.2,48.8
1845,ECHOSTAR,US,US,Media,40.2,-46.2,1572.2,4.1,2.6,486.3,-19.3,30.9,160.9,-34.8,10.2,2100,-47.5,2411.5,61.5
1846,ANGANG STEEL,China,China,Industrial Metals & Mining,40.1,404.8,10641.7,44.6,0.4,239.2,34.1,2.2,825.5,66.5,7.8,36104,-3.4,5771.6,62.2
1847,HUNTER DOUGLAS,Netherlands,EU,Construction & Materials,40.0,23.1,2689.9,14.4,1.5,108.4,54.8,4.0,224.3,2.3,8.3,22744,9.0,2431.0,32.5
1848,DAIDO STEEL,Japan,Japan,Industrial Metals & Mining,40.0,-12.7,3731.3,13.5,1.1,223.4,8.5,6.0,267.5,52.6,7.2,11873,3.3,2098.6,39.1
1849,MIBA,Austria,EU,Automobiles & Parts,40.0,13.6,887.6,18.0,4.5,80.4,19.5,9.1,,,,6860,18.2,,
1850,DEUTSCHE POST,Germany,EU,Industrial Transportation,40.0,48.1,60444.0,5.4,0.1,2203.0,12.1,3.6,3599.0,7.3,6.0,519544,2.3,42358.8,23.1
1851,LINCOLN ELECTRIC,US,US,Industrial Engineering,39.9,7.1,2188.3,15.4,1.8,51.4,23.6,2.3,275.9,-4.8,12.6,11000,22.2,4772.3,33.9
1852,ZHEJIANG SANHUA,China,China,Industrial Engineering,39.9,26.8,1173.7,25.2,3.4,77.0,42.4,6.6,204.5,57.6,17.4,9347,22.3,3213.9,68.8
1853,PARROT,France,EU,Technology Hardware & Equipment,39.9,-30.7,151.9,-34.9,26.3,2.3,-83.1,1.5,-69.3,-45.2,-45.6,597,-43.0,363.3,-19.4
1854,SUPERNUS PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,39.9,12.3,252.0,40.6,15.8,1.7,26.6,0.7,83.0,83.6,32.9,422,16.3,1936.1,119.4
1855,CARA THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,39.9,-1.3,0.8,959.3,5246.2,0.0,-91.9,6.4,-49.6,1.9,-6529.6,37,8.8,389.3,215.7
1856,QAD,US,US,Software & Computer Services,39.7,9.3,254.3,9.7,15.6,3.1,13.9,1.2,-2.6,-191.4,-1.0,1870,9.4,72.3,33.9
1857,DOWA,Japan,Japan,Mining,39.7,-5.1,3358.6,10.8,1.2,174.9,-6.3,5.2,226.6,-8.7,6.7,6468,3.9,1900.0,19.8
1858,SIMPSON MANUFACTURING,US,US,General Industrials,39.7,3.0,814.7,13.5,4.9,48.4,38.2,5.9,116.0,-0.2,14.2,2902,9.6,1725.7,-2.5
1859,WIPRO,India,RoW,Software & Computer Services,39.7,-8.9,7106.9,-1.0,0.6,285.3,4.9,4.0,1080.1,-8.1,15.2,,,18982.8,22.1
1860,MONOTYPE IMAGING HOLDINGS,US,US,Software & Computer Services,39.7,64.5,196.6,15.9,20.2,5.8,179.5,3.0,11.4,-48.1,5.8,734,-3.7,634.8,-11.6
1861,BIC,France,EU,Household Goods & Home Construction,39.7,5.3,2120.5,-6.7,1.9,166.0,-2.7,7.8,372.1,4.9,17.5,7938,-19.5,4804.2,-23.4
1862,COMET,Switzerland,RoW,Electronic & Electrical Equipment,39.7,34.6,374.8,31.9,10.6,32.1,121.0,8.6,43.5,39.5,11.6,1435,16.7,901.9,61.6
1863,SANYO CHEMICAL INDUSTRIES,Japan,Japan,Chemicals,39.6,-1.4,1194.2,7.7,3.3,96.1,-2.9,8.0,88.6,-6.4,7.4,1280,-35.9,1002.9,32.3
1864,MIRACA,Japan,Japan,Pharmaceuticals & Biotechnology,39.6,13.0,1443.1,-4.3,2.7,109.0,236.6,7.6,-77.0,-142.2,-5.3,5541,-9.4,2114.5,1.9
1865,LKAB,Sweden,EU,Mining,39.6,64.6,2386.5,43.7,1.7,204.0,-39.9,8.5,591.9,-447.1,24.8,4118,-2.5,,
1866,SHENZHEN MTC,China,China,Leisure Goods,39.6,31.4,1261.9,37.3,3.1,36.6,20.2,2.9,59.8,34.1,4.7,8016,41.3,1638.1,-3.0
1867,FORESCOUT TECHNOLOGIES,US,US,Software & Computer Services,39.6,50.6,184.2,32.4,21.5,3.8,-79.5,2.0,-73.2,22.8,-39.7,813,3.0,,
1868,SDF,Italy,EU,Industrial Engineering,39.5,9.6,1325.0,-3.0,3.0,37.3,-35.9,2.8,51.8,-24.6,3.9,3026,4.7,,
1869,TONGDA GROUP HOLDINGS,China,China,Real Estate Investment & Services,39.5,127.6,913.7,9.4,4.3,115.9,34.7,12.7,144.5,7.5,15.8,18000,0.0,,
1870,VARONIS SYSTEMS,US,US,Software & Computer Services,39.5,29.2,181.2,32.2,21.8,4.4,38.9,2.4,-11.3,-13.4,-6.3,1251,13.9,889.8,36.8
1871,TYLER TECHNOLOGIES,US,US,Software & Computer Services,39.5,9.7,701.0,11.2,5.6,35.9,14.1,5.1,134.2,22.6,19.1,4069,6.2,5374.8,8.2
1872,CONAGRA BRANDS,US,US,Food Producers,39.4,6.1,6619.1,1.4,0.6,209.8,3.9,3.2,1062.7,-3.2,16.1,12400,-1.6,11056.3,-35.0
1873,AERIE PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,39.4,-9.8,,,,13.3,214.6,,-121.5,50.4,,160,68.4,1737.8,285.9
1874,OXFORD NANOPORE TECHNOLOGIES,UK,EU,Pharmaceuticals & Biotechnology,39.4,-9.4,15.5,187.9,253.7,22.2,550.5,143.1,-74.2,1.4,-477.9,343,19.1,,
1875,UNISYS,US,US,Software & Computer Services,39.4,-14.8,2286.2,-2.8,1.7,21.5,-20.6,0.9,3.8,-90.3,0.2,20000,-4.8,326.1,-22.7
1876,KOSE,Japan,Japan,Personal Goods,39.3,6.7,2240.7,13.7,1.8,73.4,-9.2,3.3,356.9,23.5,15.9,7758,4.7,6175.6,48.7
1877,MV HOLDING,Germany,EU,Real Estate Investment & Services,39.3,8.1,1516.1,5.4,2.6,42.0,33.7,2.8,138.9,22.3,9.2,7792,3.6,,
1878,POLA ORBIS,Japan,Japan,Personal Goods,39.3,42.6,1804.5,11.8,2.2,42.3,28.3,2.3,284.2,195.9,15.7,4139,7.6,5982.2,71.2
1879,GUOXUAN HIGH-TECH,China,China,Electronic & Electrical Equipment,39.3,-7.1,588.4,-1.3,6.7,173.8,3.8,29.5,158.8,-0.1,27.0,5824,11.9,1880.2,-14.1
1880,STALLERGENES GREER,UK,EU,Pharmaceuticals & Biotechnology,39.2,-13.6,260.2,39.6,15.1,12.6,-42.6,4.9,-5.4,-94.4,-2.1,1241,-7.7,728.2,39.0
1881,BROOKS AUTOMATION,US,US,Industrial Engineering,39.2,-8.8,577.7,23.7,6.8,10.6,-1.3,1.8,56.1,313.7,9.7,1661,26.8,1516.4,110.1
1882,RUDOLPH TECHNOLOGIES,US,US,Industrial Engineering,39.2,4.5,212.7,9.6,18.4,8.5,210.2,4.0,38.6,22.8,18.1,592,2.2,583.8,29.0
1883,WOLONG ELECTRIC,China,China,Industrial Engineering,39.1,41.3,1232.4,12.0,3.2,101.0,21.8,8.2,55.1,14.2,4.5,14184,0.1,1050.9,-27.4
1884,SHANDONG WEIGAO GROUP MEDICAL POLYMER,China,China,Health Care Equipment & Services,39.0,0.7,984.1,14.2,4.0,174.0,129.2,17.7,224.5,26.7,22.8,7866,-5.5,1256.3,24.5
1885,CHURCHILL DOWNS,US,US,Travel & Leisure,39.0,-8.6,735.9,7.3,5.3,97.5,113.7,13.2,121.5,-15.5,16.5,4300,7.5,2510.4,21.5
1886,VAISALA,Finland,EU,Electronic & Electrical Equipment,39.0,4.3,332.6,4.2,11.7,8.5,10.4,2.6,40.7,82.5,12.2,1608,2.5,592.6,16.1
1887,CAPGEMINI,France,EU,Software & Computer Services,39.0,-17.0,12792.0,2.0,0.3,241.0,22.3,1.9,1183.0,3.0,9.2,199698,3.4,15752.9,4.8
1888,MEREO BIOPHARMA GROUP,UK,EU,Pharmaceuticals & Biotechnology,39.0,40.9,,,,0.0,433.4,,-51.0,25.2,,28,21.7,239.0,5.4
1889,VORWERK,Germany,EU,Household Goods & Home Construction,39.0,23.9,650.3,16.3,6.0,67.2,-13.2,10.3,43.1,12.0,6.6,1642,13.2,,
1890,IGG,Singapore,RoW,Leisure Goods,38.9,29.7,506.3,88.5,7.7,2.0,-51.7,0.4,146.9,119.6,29.0,1056,9.0,1773.4,175.5
1891,BEYONDSPRING,US,US,Pharmaceuticals & Biotechnology,38.9,347.1,,,,0.1,18.8,,-81.7,692.2,,38,52.0,702.3,
1892,LUYE PHARMA,China,China,Pharmaceuticals & Biotechnology,38.9,55.8,488.5,30.7,8.0,65.0,92.6,13.3,139.6,19.2,28.6,3921,12.3,1403.4,-19.7
1893,CHINA FIRST HEAVY INDUSTRIES,China,China,Industrial Engineering,38.9,4.1,1280.6,227.0,3.0,56.8,-12.7,4.4,72.7,-128.4,5.7,8413,-23.7,1310.8,-16.1
1894,888 HOLDINGS,UK,EU,Travel & Leisure,38.9,3.8,451.8,4.0,8.6,4.7,-11.1,1.0,18.4,-63.5,4.1,1310,-3.2,1065.5,21.0
1895,FORTRESS BIOTECH,US,US,Pharmaceuticals & Biotechnology,38.9,72.4,156.4,1038.3,24.8,1.7,-67.3,1.1,-84.4,54.0,-54.0,68,51.1,199.3,79.8
1896,KURITA WATER INDUSTRIES,Japan,Japan,"Gas, Water & Multiutilities",38.8,4.4,1749.0,10.6,2.2,132.4,76.5,7.6,162.9,13.4,9.3,6011,6.3,2716.2,30.8
1897,AMARIN,UK,EU,Pharmaceuticals & Biotechnology,38.8,-5.7,151.0,39.2,25.7,0.0,-42.9,0.0,-37.9,-30.7,-25.1,241,12.1,765.4,76.9
1898,PINGDINGSHAN TIANAN COAL MINING,China,China,Mining,38.8,47.9,2293.5,48.9,1.7,166.7,-1.5,7.3,346.2,219.6,15.1,90416,6.4,2176.9,58.6
1899,PARADE TECHNOLOGIES,US,US,Technology Hardware & Equipment,38.8,-3.0,289.2,13.7,13.4,5.6,233.7,1.9,55.2,31.9,19.1,,,1052.7,57.8
1900,TRANSLATE BIO,US,US,Pharmaceuticals & Biotechnology,38.8,197.1,,,,2.3,221.2,,-65.7,193.8,,52,,,
1901,ZHEJIANG SATELLITE PETROCHEMICALS,China,China,Chemicals,38.8,6.8,999.1,52.1,3.9,67.6,74.8,6.8,160.3,169.0,16.0,1736,7.6,1763.0,73.8
1902,SCHALTBAU,Germany,EU,Industrial Engineering,38.8,13.7,516.5,1.4,7.5,17.6,-8.6,3.4,-19.9,39.4,-3.9,3370,0.0,228.5,-9.3
1903,HEICO,US,US,Aerospace & Defence,38.8,3.9,1271.4,10.8,3.0,21.7,-15.8,1.7,255.7,15.6,20.1,5100,8.5,2415.1,58.1
1904,INVITAE,US,US,Health Care Equipment & Services,38.7,4.1,56.9,172.4,68.1,5.6,-42.6,9.8,-101.1,21.1,-177.8,594,78.9,399.7,89.2
1905,VERASTEM,US,US,Pharmaceuticals & Biotechnology,38.7,134.7,,,,,,,-56.5,83.2,,69,115.6,120.3,188.9
1906,BELIMO,Switzerland,RoW,Industrial Engineering,38.7,16.5,495.7,8.7,7.8,18.1,83.1,3.7,79.2,6.5,16.0,1532,6.4,1979.6,14.1
1907,MABUCHI MOTOR,Japan,Japan,Electronic & Electrical Equipment,38.6,4.2,1085.1,4.4,3.6,109.4,30.5,10.1,177.7,-0.3,16.4,23936,0.7,2649.6,-6.5
1908,MORGAN ADVANCED MATERIALS,UK,EU,General Industrials,38.6,18.3,1150.8,3.3,3.4,38.8,-12.9,3.4,184.2,57.4,16.0,8720,-1.5,964.8,5.0
1909,CORVUS PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,38.6,57.7,,,,0.2,-87.9,,-47.1,52.9,,44,0.0,282.3,18.6
1910,PAYCOM SOFTWARE,US,US,Software & Computer Services,38.6,55.3,361.1,31.6,10.7,49.5,35.6,13.7,65.6,35.6,18.2,2548,22.8,3706.3,44.7
1911,ROCKLEY PHOTONICS,UK,EU,Technology Hardware & Equipment,38.5,63.2,3.1,235.9,1223.7,0.9,62.8,29.0,-32.4,46.9,-1028.6,78,32.2,,
1912,STAMPSCOM,US,US,General Retailers,38.5,31.4,390.8,28.7,9.9,5.7,-12.1,1.5,136.3,36.0,34.9,825,17.9,2696.4,93.6
1913,SHOWA SHELL SEKIYU,Japan,Japan,Oil & Gas Producers,38.5,-7.7,15110.2,18.5,0.3,147.6,-7.2,1.0,517.3,99.6,3.4,4465,-1.0,3353.8,36.6
1914,PROTAGONIST THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,38.5,79.7,16.7,,230.2,0.6,75.7,3.3,-31.6,16.0,-188.9,55,57.1,230.2,39.6
1915,TARKETT,France,EU,Construction & Materials,38.5,-2.0,2841.1,3.7,1.4,91.8,-0.1,3.2,12.4,-93.5,0.4,12654,1.8,2216.3,10.5
1916,BEIJING VENUSTECH,China,China,Software & Computer Services,38.5,-30.0,285.3,18.3,13.5,38.2,87.6,13.4,50.0,118.5,17.5,3781,9.9,1593.0,1.6
1917,TATA CONSULTANCY SERVICES,India,RoW,Software & Computer Services,38.5,5.0,16056.8,4.4,0.2,242.9,-6.4,1.5,4131.2,-1.8,25.7,,,62340.2,-3.5
1918,TENAGA NASIONAL,Malaysia,RoW,Electricity,38.4,-3.1,9733.4,6.5,0.4,2603.4,13.8,26.7,1921.9,3.2,19.7,35009,-1.9,16588.3,-2.9
1919,J2 GLOBAL,US,US,Mobile Telecommunications,38.4,20.9,932.1,27.9,4.1,33.0,60.0,3.5,204.9,1.3,22.0,2487,2.5,3034.1,11.2
1920,SEKISUI HOUSE,Japan,Japan,Household Goods & Home Construction,38.3,3.8,15947.9,6.5,0.2,464.5,-33.5,2.9,1386.6,4.9,8.7,24391,4.7,9712.4,11.2
1921,NIPPON LIGHT METAL,Japan,Japan,Industrial Metals & Mining,38.2,4.8,3555.7,7.4,1.1,143.2,13.8,4.0,213.9,-0.3,6.0,12855,-2.1,1483.4,67.5
1922,HERSHEY,US,US,Food Producers,38.2,-3.0,6266.5,1.0,0.6,214.9,-4.4,3.4,1061.7,5.1,16.9,16910,-6.0,13282.5,4.5
1923,ARCUS BIOSCIENCES,US,US,Pharmaceuticals & Biotechnology,38.2,221.5,1.2,,3241.7,4.6,34.5,390.2,-44.6,193.9,-3782.1,83,6.4,,
1924,GOODBABY INTERNATIONAL,China,China,Personal Goods,38.2,19.2,762.2,14.5,5.0,30.4,7.7,4.0,36.5,58.2,4.8,15516,38.8,498.3,10.5
1925,LUMINEX,US,US,Pharmaceuticals & Biotechnology,38.1,-6.0,255.6,13.3,14.9,12.2,11.5,4.8,31.0,59.7,12.1,922,0.9,710.3,-7.2
1926,LUDWIG KROHNE,Germany,EU,Industrial Engineering,38.1,-3.1,471.2,-7.8,8.1,,,,31.5,-19.2,6.7,3645,1.3,,
1927,PALATIN TECHNOLOGIES,US,US,Pharmaceuticals & Biotechnology,38.1,6.1,37.3,,102.1,0.1,653.7,0.3,-8.8,-78.5,-23.6,22,0.0,57.6,98.9
1928,APOLLO TYRES,India,RoW,Automobiles & Parts,38.1,-15.3,1914.0,12.3,2.0,404.6,-6.5,21.1,134.2,-27.6,7.0,,,1681.1,38.4
1929,ACTIA,France,EU,Electronic & Electrical Equipment,38.0,21.0,436.1,1.0,8.7,23.9,22.8,5.5,17.9,-24.1,4.1,3459,5.8,152.8,13.1
1930,BIAL,Portugal,EU,Pharmaceuticals & Biotechnology,38.0,19.5,255.7,14.4,14.9,,,,61.9,393.7,24.2,742,-4.3,,
1931,CD PROJEKT,Poland,EU,Leisure Goods,38.0,11.8,110.9,-20.7,34.2,3.2,11.6,2.9,57.9,-21.2,52.2,226,5.6,1920.0,96.8
1932,CHINA HIGH SPEED TRANSMISSION EQUIPMENT,China,China,Industrial Engineering,37.9,-22.4,1055.4,-8.1,3.6,69.8,57.6,6.6,109.0,-49.7,10.3,6988,-14.6,1408.2,13.0
1933,ALPHA GROUP,China,China,Leisure Goods,37.7,28.5,458.9,8.1,8.2,16.1,-60.6,3.5,9.2,-84.0,2.0,6493,-4.9,1492.2,-40.3
1934,HERO MOTOCORP,India,RoW,Automobiles & Parts,37.7,-23.0,4148.5,12.5,0.9,,,,557.2,3.0,13.4,8266,2.4,10413.8,12.7
1935,YARA,Norway,RoW,Chemicals,37.7,18.9,9527.7,-3.5,0.4,1120.2,-14.3,11.8,383.4,-57.0,4.0,15527,5.4,8804.6,7.3
1936,XO,US,US,General Retailers,37.7,1.1,133.9,5.5,28.1,0.7,467.7,0.5,11.8,-20.6,8.8,741,1.9,398.9,-3.0
1937,JINKOSOLAR,China,China,Electronic & Electrical Equipment,37.7,62.4,3389.9,23.7,1.1,328.4,-34.8,9.7,41.7,-75.9,1.2,12696,-25.0,542.8,12.4
1938,VERSUM MATERIALS,US,US,Technology Hardware & Equipment,37.6,2.7,939.6,16.2,4.0,53.4,78.8,5.7,271.5,16.4,28.9,2200,15.8,3350.1,
1939,CURIS,US,US,Pharmaceuticals & Biotechnology,37.6,42.8,8.3,31.5,455.6,0.2,-42.9,1.9,-41.5,-14.3,-502.7,55,-5.2,244.7,28.8
1940,RA PHARMA,US,US,Pharmaceuticals & Biotechnology,37.6,61.9,,,,1.2,-72.3,,-45.9,96.4,,63,37.0,283.0,
1941,BERRY GLOBAL GROUP,US,US,General Industrials,37.5,-6.2,5916.0,9.3,0.6,224.3,-6.6,3.8,630.4,23.3,10.7,23000,9.5,6115.0,32.9
1942,EXFO,Canada,RoW,Technology Hardware & Equipment,37.5,5.3,202.9,4.6,18.5,6.0,64.7,2.9,7.3,-44.2,3.6,1577,1.7,88.6,41.5
1943,WOCKHARDT,India,RoW,Pharmaceuticals & Biotechnology,37.5,-27.7,513.5,-1.3,7.3,16.3,-32.7,3.2,-26.7,67.0,-5.2,6254,0.0,865.6,-26.6
1944,VICOR,US,US,Electronic & Electrical Equipment,37.5,8.3,190.0,13.8,19.7,10.5,48.8,5.5,-1.1,-78.5,-0.6,980,0.9,445.9,81.1
1945,VESUVIUS,UK,EU,General Industrials,37.4,16.1,1897.1,20.2,2.0,43.9,24.6,2.3,125.5,8.1,6.6,11010,1.6,1766.1,65.1
1946,GENUS,UK,EU,Pharmaceuticals & Biotechnology,37.4,19.4,517.2,18.2,7.2,15.1,13.6,2.9,43.4,-34.4,8.4,2535,1.4,1283.8,2.6
1947,YGSOFT,China,China,Software & Computer Services,37.4,20.3,148.7,7.8,25.1,8.1,92.1,5.5,21.5,49.0,14.5,4157,9.5,761.3,-18.6
1948,TAKARA,Japan,Japan,Beverages,37.4,11.3,1980.4,14.5,1.9,48.8,22.8,2.5,112.0,17.6,5.7,4349,-1.3,1713.9,19.2
1949,REATA PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,37.2,250.5,40.1,-3.6,92.9,0.3,1.2,0.7,-39.1,581.7,-97.6,93,24.0,469.1,281.1
1950,AEROJET ROCKETDYNE,US,US,Aerospace & Defence,37.2,3.7,1565.2,6.6,2.4,24.5,-38.2,1.6,93.6,17.3,6.0,5157,3.9,1855.4,77.1
1951,SHENZHEN CLOU ELECTRONICS,China,China,Electronic & Electrical Equipment,37.1,13.3,547.6,38.9,6.8,165.5,3.4,30.2,65.0,95.7,11.9,4977,26.8,915.9,-0.4
1952,PAYLOCITY HOLDING,US,US,Software & Computer Services,37.1,22.8,314.8,25.8,11.8,18.1,1.6,5.7,13.3,118.6,4.2,2600,22.9,2120.4,10.4
1953,FORYOU,China,China,Electronic & Electrical Equipment,37.1,25.4,528.5,-1.3,7.0,21.6,,4.1,41.3,-12.0,7.8,7147,-8.9,,
1954,MEYER BURGER TECHNOLOGY,Switzerland,RoW,Industrial Engineering,37.1,-7.1,404.6,4.4,9.2,6.0,-1.1,1.5,-4.1,-89.6,-1.0,1276,-11.1,651.5,116.1
1955,NIHON NOHYAKU,Japan,Japan,Chemicals,37.0,-3.5,443.4,18.5,8.4,5.8,-26.6,1.3,21.8,-33.4,4.9,1461,0.3,327.5,23.6
1956,KAMAZ,Russia,RoW,Automobiles & Parts,37.0,41.2,2296.9,18.8,1.6,160.2,74.9,7.0,114.0,187.3,5.0,,,551.8,50.6
1957,FOCALTECH SYSTEMS,Taiwan,RoW,Electronic & Electrical Equipment,37.0,1.9,301.7,-2.0,12.3,2.1,227.1,0.7,4.5,-21.8,1.5,,,330.2,24.5
