World rank,Company,Country,Region,Industry,R&D 2017/18 (€mn),R&D one-year growth (%),Net sales (€mn),Net sales one-year growth (%),R&D intensity (%),Capex (€mn),Capex one-year growth (%),Capex intensity (%),Op.profits (€mn),Op.profits one-year growth (%),Profitability (%),Employees,Employees one-year growth (%),Market cap (€mn),Market cap one-year growth (%)
1958,QUANTUM,US,US,Technology Hardware & Equipment,37.0,-8.9,421.4,6.2,8.8,1.5,-49.7,0.3,11.8,-122.3,2.8,1150,-4.2,158.4,10.0
1959,EOS HOLDING,Germany,EU,Industrial Engineering,37.0,16.1,317.7,20.1,11.6,19.0,50.6,6.0,66.6,35.3,21.0,855,30.3,,
1960,JUSUNG ENGINEERING,South Korea,RoW,Technology Hardware & Equipment,36.9,4.3,212.4,1.7,17.4,14.9,257.3,7.0,32.5,10.6,15.3,,,612.6,67.7
1961,NABRIVA THERAPEUTICS,Austria,EU,Pharmaceuticals & Biotechnology,36.9,7.1,4.4,-17.9,832.8,1.0,94.5,22.1,-61.1,33.2,-1377.6,,,,
1962,SEIREN,Japan,Japan,Personal Goods,36.9,-3.1,847.7,6.2,4.3,51.2,43.7,6.0,79.6,11.7,9.4,5445,5.8,931.8,69.2
1963,ELWY 2,UK,EU,Support Services,36.8,,370.0,,10.0,18.7,,5.1,-16.6,,-4.5,2615,,,
1964,MLS,China,China,Household Goods & Home Construction,36.8,33.0,1018.8,47.1,3.6,276.8,33.1,27.2,126.3,43.9,12.4,20027,27.2,759.7,
1965,FINANCIAL ENGINES,US,US,Financial Services,36.7,15.9,400.7,13.3,9.2,7.2,23.0,1.8,71.7,59.3,17.9,935,3.9,1740.4,5.7
1966,FIVES,France,EU,Industrial Engineering,36.7,11.9,1896.1,6.6,1.9,21.2,14.8,1.1,86.4,34.9,4.6,8666,3.6,,
1967,AVIC ELECTROMECHANICAL SYSTEMS,China,China,Aerospace & Defence,36.7,21.2,1157.9,8.2,3.2,115.7,32.7,10.0,136.3,29.9,11.8,22325,18.3,2937.6,144.4
1968,ASSEMBLY BIOSCIENCES,US,US,Pharmaceuticals & Biotechnology,36.7,33.3,7.5,,487.9,0.7,490.8,9.6,-43.5,15.3,-579.1,79,14.5,392.5,347.3
1969,STEELCASE,US,US,Household Goods & Home Construction,36.7,22.9,2547.7,0.8,1.4,73.3,43.9,2.9,130.1,-24.0,5.1,11700,0.0,963.5,-11.8
1970,ETERNAL MATERIALS,Taiwan,RoW,Chemicals,36.7,-6.3,1160.8,7.4,3.2,83.9,-21.4,7.2,58.7,-37.5,5.1,,,1033.0,-2.6
1971,PIXART IMAGING,Taiwan,RoW,Electronic & Electrical Equipment,36.7,30.9,143.0,18.0,25.6,2.5,-58.5,1.7,21.9,536.3,15.3,523,9.9,475.6,78.4
1972,MICROPORT SCIENTIFIC,China,China,Health Care Equipment & Services,36.6,-12.7,370.4,13.9,9.9,48.4,16.4,13.1,48.8,55.3,13.2,3108,6.8,1078.6,42.2
1973,KUREHA,Japan,Japan,Chemicals,36.6,4.8,1088.1,11.4,3.4,72.8,5.1,6.7,89.3,36.3,8.2,4374,-1.2,758.1,44.9
1974,VIA TECHNOLOGIES,Taiwan,RoW,Technology Hardware & Equipment,36.6,-6.4,126.0,-8.4,29.1,4.0,-24.3,3.1,-14.2,-56.7,-11.2,,,139.2,-9.0
1975,NSFOCUS INFORMATION TECHNOLOGY,China,China,Software & Computer Services,36.6,24.5,158.7,15.1,23.1,15.6,23.2,9.8,21.5,-4.0,13.6,2192,13.2,688.6,3.4
1976,EPPENDORF,Germany,EU,Health Care Equipment & Services,36.5,4.9,651.5,3.6,5.6,22.2,-25.1,3.4,139.6,17.1,21.4,3029,2.0,,
1977,SOSEI,Japan,Japan,Pharmaceuticals & Biotechnology,36.4,53.4,51.4,-63.2,71.0,6.5,165.1,12.7,-18.2,-121.0,-35.4,152,4.8,1137.4,-45.5
1978,K12,US,US,Software & Computer Services,36.4,-25.3,765.2,3.3,4.8,7.3,302.2,1.0,21.3,716.4,2.8,4700,-1.1,609.2,54.1
1979,NOVOCURE,UK,EU,Pharmaceuticals & Biotechnology,36.4,-5.5,147.6,113.6,24.7,6.1,29.8,4.2,-32.8,-63.9,-22.2,495,7.6,1521.3,177.0
1980,GLOBUS MEDICAL,US,US,Health Care Equipment & Services,36.4,-1.9,530.3,12.8,6.9,42.8,25.4,8.1,138.5,4.4,26.1,1500,7.1,2427.2,31.0
1981,NOVANTA,Canada,RoW,Industrial Engineering,36.4,27.3,434.7,35.5,8.4,7.6,7.5,1.7,47.8,76.1,11.0,1269,0.0,1127.5,132.6
1982,MESOBLAST,Australia,RoW,Pharmaceuticals & Biotechnology,36.4,581.8,1.3,-95.3,2877.5,0.2,-56.9,16.0,-59.0,11.3,-4662.6,75,-30.6,406.7,22.3
1983,RAISECOM TECHNOLOGY,China,China,Technology Hardware & Equipment,36.3,17.7,266.4,5.4,13.6,8.0,101.3,3.0,32.2,-77.1,12.1,2338,4.7,168.5,
1984,AQUANTIA,US,US,Electronic & Electrical Equipment,36.2,18.9,86.2,19.3,42.0,4.7,-11.5,5.4,-2.5,-182.2,-2.9,253,,,
1985,IPSOS,France,EU,Media,36.2,-12.6,1780.5,-0.1,2.0,17.5,-0.6,1.0,163.5,-7.6,9.2,16664,0.4,1169.9,-12.3
1986,EFFEM HOLDINGS,UK,EU,Food Producers,36.2,8.9,3403.8,10.4,1.1,85.3,0.2,2.5,419.0,-7.8,12.3,5487,9.9,,
1987,LEPU MEDICAL TECHNOLOGY BEIJING,China,China,Health Care Equipment & Services,36.1,29.4,569.1,30.9,6.3,91.7,481.7,16.1,166.4,37.1,29.2,6316,15.6,4056.4,21.9
1988,GLANBIA,Ireland,EU,Food Producers,36.1,31.5,2745.5,-3.6,1.3,38.0,-41.9,1.4,225.6,-9.7,8.2,3975,8.8,4650.9,-8.0
1989,ZIBO QIXIANG TENGDA CHEMICAL,China,China,Chemicals,36.1,56.5,2810.5,285.8,1.3,14.0,-75.6,0.5,136.0,82.5,4.8,2145,3.8,2644.2,106.2
1990,QUALYS,US,US,Support Services,36.0,21.2,192.5,16.6,18.7,31.5,62.7,16.4,31.1,23.7,16.1,869,27.0,1486.1,46.5
1991,QUOTIENT,UK,EU,Health Care Equipment & Services,36.0,-6.0,20.6,11.3,174.7,18.0,7.2,87.4,-56.4,-10.0,-273.4,407,3.6,121.2,-19.6
1992,KONECRANES,Finland,EU,Industrial Engineering,36.0,5.9,3136.4,48.1,1.1,28.7,5.1,0.9,318.1,274.7,10.1,16371,49.5,2734.7,52.3
1993,MHI VESTAS OFFSHORE WIND,Denmark,EU,Alternative Energy,36.0,-19.6,937.1,75.1,3.8,54.3,12.6,5.8,-98.0,-18.5,-10.5,2052,43.0,,
1994,FIRST TRACTOR,China,China,Industrial Engineering,36.0,-30.6,910.0,-14.0,4.0,37.5,34.6,4.1,-4.3,-112.6,-0.5,10668,-8.2,657.1,-10.9
1995,JUKI,Japan,Japan,Industrial Engineering,36.0,10.5,765.6,6.1,4.7,15.8,24.0,2.1,60.2,79.4,7.9,5899,-2.0,345.7,114.1
1996,AXCELIS TECHNOLOGIES,US,US,Electronic & Electrical Equipment,35.9,25.2,342.3,53.8,10.5,6.1,190.7,1.8,39.9,183.0,11.7,985,16.6,544.1,90.8
1997,ZHEJIANG WANMA,China,China,Electronic & Electrical Equipment,35.9,27.7,940.7,16.7,3.8,31.8,45.8,3.4,22.1,-21.6,2.4,4832,4.9,1385.9,-36.8
1998,NPL MANAGEMENT,UK,EU,General Retailers,35.9,1.9,100.5,1.0,35.7,14.5,116.7,14.4,1.3,-20.0,1.3,769,3.2,,
1999,BILIBILI,China,China,Software & Computer Services,35.9,207.0,316.1,371.7,11.3,18.6,243.3,5.9,-28.7,-74.9,-9.1,1903,73.9,,
2000,NIPPON SUISAN KAISHA,Japan,Japan,Food Producers,35.9,11.7,5044.3,7.4,0.7,199.2,15.1,3.9,157.6,-5.0,3.1,9003,3.2,1428.3,59.7
2001,INGREDION,US,US,Food Producers,35.9,4.9,4862.8,2.2,0.7,261.8,10.6,5.4,733.8,6.4,15.1,11000,0.0,7396.5,-10.3
2002,SHANGHAI EAST CHINA COMPUTER,China,China,Technology Hardware & Equipment,35.8,19.3,843.0,9.3,4.3,1.7,-57.7,0.2,47.8,8.7,5.7,2258,-0.4,1128.0,-21.9
2003,GENERAC,US,US,Industrial Engineering,35.8,15.3,1394.5,15.8,2.6,27.7,9.2,2.0,209.3,22.7,15.0,4646,10.6,2092.6,2.2
2004,TECO ELECTRIC & MACHINERY,Taiwan,RoW,Electronic & Electrical Equipment,35.8,-8.1,1423.1,2.0,2.5,28.5,-30.3,2.0,121.4,-5.9,8.5,,,1577.7,5.6
2005,COLFAX,US,US,Industrial Engineering,35.8,2.4,2751.8,3.6,1.3,57.3,8.7,2.1,94.6,-61.3,3.4,14300,10.0,4091.3,34.8
2006,BEMIS,US,US,General Industrials,35.8,-7.7,3373.8,1.0,1.1,157.2,-9.5,4.7,158.3,-56.9,4.7,16500,-5.7,3226.2,-22.3
2007,CIDARA THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,35.7,20.0,,,,0.3,-23.7,,-46.5,15.0,,61,1.7,97.0,-27.7
2008,BANG & OLUFSEN,Denmark,EU,Leisure Goods,35.6,-26.5,441.3,11.2,8.1,8.2,-5.3,1.9,16.4,-194.6,3.7,1028,-12.1,725.3,85.2
2009,DAEWOO SHIPBUILDING & MARINE,South Korea,RoW,Industrial Engineering,35.6,-14.9,8647.3,-13.4,0.4,90.7,-7.8,1.0,570.9,-147.9,6.6,,,,
2010,ADDSINO,China,China,Electronic & Electrical Equipment,35.6,8.8,295.3,13.9,12.1,20.6,84.9,7.0,45.5,7.2,15.4,1856,-2.6,1437.1,
2011,OTONOMY,US,US,Pharmaceuticals & Biotechnology,35.6,-29.7,1.0,81.0,3454.8,1.0,-50.5,101.9,-76.2,-18.0,-7394.9,53,-61.9,91.0,-78.0
2012,SHANGHAI ORIENTAL PEARL GROUP,China,China,Technology Hardware & Equipment,35.6,9.6,2027.9,-15.7,1.8,138.3,43.8,6.8,254.0,-17.9,12.5,5500,-8.9,4328.0,-16.4
2013,CPC,Taiwan,RoW,"Oil Equipment, Services & Distribution",35.6,-14.7,25048.2,17.3,0.1,580.8,7.9,2.3,1480.7,27.6,5.9,14814,0.7,,
2014,INC RESEARCH UK,UK,EU,Pharmaceuticals & Biotechnology,35.5,-2.1,455.3,70.5,7.8,0.5,40.4,0.1,47.3,13.7,10.4,742,13.1,,
2015,PROGENICS PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,35.5,,9.8,-83.2,364.1,0.2,-93.7,2.3,-48.7,-545.7,-499.2,64,10.3,394.3,7.6
2016,HANGZHOU IRON & STEEL,China,China,Industrial Metals & Mining,35.5,-7.1,3380.8,43.5,1.1,58.4,-47.3,1.7,274.2,126.9,8.1,3479,0.2,919.9,21.6
2017,NISSIN KOGYO,Japan,Japan,Automobiles & Parts,35.5,1.3,1390.1,12.8,2.6,75.3,-7.6,5.4,106.0,15.7,7.6,9880,3.4,919.9,26.4
2018,MTR,China,China,Travel & Leisure,35.4,-8.0,5915.9,22.7,0.6,909.5,-28.6,15.4,1525.9,21.4,25.8,28305,2.9,29301.9,9.8
2019,F-SECURE,Finland,EU,Software & Computer Services,35.4,41.8,169.7,5.0,20.9,7.1,3.1,4.2,11.1,-40.3,6.5,1104,7.6,663.8,25.9
2020,LIG NEX1,South Korea,RoW,Aerospace & Defence,35.4,22.9,1371.9,-5.3,2.6,83.7,15.6,6.1,3.3,-95.1,0.2,,,1429.1,-9.0
2021,COMBA TELECOM SYSTEMS HOLDINGS,China,China,Technology Hardware & Equipment,35.4,45.6,593.7,-6.6,6.0,12.2,118.5,2.1,14.8,-49.3,2.5,7900,12.9,309.9,-5.2
2022,IDEX,US,US,Industrial Engineering,35.4,7.6,1907.2,8.2,1.9,36.6,14.7,1.9,418.4,14.5,21.9,7167,0.1,7492.8,26.3
2023,CYBERARK SOFTWARE,Israel,RoW,Software & Computer Services,35.3,29.6,218.2,20.8,16.2,5.6,141.8,2.6,16.9,-43.5,7.8,1015,23.3,1142.6,-22.7
2024,KOMORI,Japan,Japan,Industrial Engineering,35.3,-2.0,695.5,8.7,5.1,8.2,-26.4,1.2,26.6,211.0,3.8,2227,1.5,624.3,6.6
2025,FARADAY TECHNOLOGY,Taiwan,RoW,Technology Hardware & Equipment,35.3,-6.8,149.2,-16.8,23.7,0.9,-18.6,0.6,9.6,-8.0,6.4,,,317.0,44.5
2026,AVALARA,US,US,Software & Computer Services,35.2,25.6,177.7,27.3,19.8,11.6,109.5,6.5,-52.2,15.2,-29.3,,,,
2027,ALPHA NETWORKS,Taiwan,RoW,Technology Hardware & Equipment,35.2,-8.5,532.4,-12.7,6.6,2.6,212.6,0.5,19.2,-2.5,3.6,,,260.9,-9.7
2028,HAND ENTERPRISE SOLUTIONS,China,China,Software & Computer Services,35.2,58.7,295.7,36.1,11.9,12.2,56.2,4.1,40.8,30.8,13.8,7987,45.7,951.8,-16.1
2029,COMPUGROUP MEDICAL,Germany,EU,Software & Computer Services,35.2,10.7,582.4,4.0,6.0,18.7,-19.2,3.2,88.1,8.6,15.1,5152,3.9,2614.1,29.4
2030,GENMARK DIAGNOSTICS,US,US,Health Care Equipment & Services,35.2,-13.9,43.8,6.6,80.4,4.0,-31.2,9.2,-49.6,21.5,-113.3,517,67.9,444.0,45.4
2031,DRIL QUIP,US,US,Industrial Engineering,35.2,-4.9,379.8,-15.5,9.3,23.0,7.2,6.1,-57.6,-161.3,-15.2,2019,-14.3,1184.7,-31.9
2032,EXACT SCIENCES,US,US,Pharmaceuticals & Biotechnology,35.1,25.9,221.8,167.7,15.8,40.4,226.4,18.2,-98.6,-30.0,-44.5,1268,72.3,4159.9,150.0
2033,LANNETT,US,US,Pharmaceuticals & Biotechnology,35.1,-6.6,570.8,7.4,6.1,43.6,7.4,7.6,114.1,34.7,20.0,1251,11.1,545.6,-47.6
2034,MORINAGA MILK INDUSTRY,Japan,Japan,Food Producers,35.1,-11.5,4372.8,-0.1,0.8,146.1,-11.3,3.3,160.2,3.7,3.7,5987,3.7,1596.1,32.1
2035,T V S MOTOR COMPANY,India,RoW,Automobiles & Parts,35.0,58.7,2006.4,24.7,1.7,102.9,30.0,5.1,65.1,-15.7,3.2,5184,-1.6,3744.0,85.4
2036,LEIDOS,US,US,Software & Computer Services,35.0,-4.5,8479.9,44.4,0.4,67.5,179.3,0.8,571.2,34.1,6.7,31028,-3.0,7353.1,199.0
2037,SELECTA BIOSCIENCES,US,US,Pharmaceuticals & Biotechnology,35.0,94.1,0.2,-97.4,20269.7,0.6,25.1,354.1,-53.2,84.0,-30813.7,64,-3.0,328.5,80.4
2038,SHANGHAI AEROSPACE AUTOMOBILE ELECTROMECHANICAL,China,China,Automobiles & Parts,35.0,38.6,819.9,21.6,4.3,166.7,-0.6,20.3,-31.3,-240.4,-3.8,3114,10.3,1381.7,-22.7
2039,DOREL INDUSTRIES,Canada,RoW,Household Goods & Home Construction,35.0,-3.9,2149.3,-1.0,1.6,30.4,82.2,1.4,72.9,315.5,3.4,10000,0.0,534.1,-23.5
2040,DESCARTES SYSTEMS,Canada,RoW,Software & Computer Services,34.9,17.6,198.0,16.5,17.6,4.2,3.5,2.1,29.9,16.9,15.1,1270,6.0,1781.9,26.9
2041,SSAB,Sweden,EU,Industrial Metals & Mining,34.8,22.5,6710.7,19.3,0.5,162.8,20.9,2.4,364.4,230.0,5.4,16158,-1.4,1246.8,58.4
2042,RIGEL PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,34.8,-3.0,3.7,-78.0,931.9,0.1,-79.6,3.7,-66.4,23.5,-1775.6,103,33.8,264.5,-0.5
2043,SCOUT24,Germany,EU,General Industrials,34.7,21.1,479.8,8.5,7.2,2.8,18.8,0.6,175.9,24.6,36.7,1394,17.0,3674.1,0.5
2044,INTELLIA THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,34.6,170.4,21.8,58.5,159.0,8.4,63.7,38.6,-58.0,116.3,-266.3,195,87.5,633.2,8.5
2045,GUANGDONG XINBAO ELECTRICAL APPLIANCES,China,China,Household Goods & Home Construction,34.6,28.8,1022.3,17.3,3.4,65.0,22.3,6.4,68.7,15.9,6.7,24438,18.5,384.0,33.2
2046,CRYSTAL INTERNATIONAL GROUP,China,China,Personal Goods,34.6,41.6,1816.1,23.5,1.9,124.5,64.9,6.9,160.9,34.8,8.9,75000,,,
2047,ANGEL YEAST,China,China,Food Producers,34.5,52.9,723.1,18.0,4.8,118.7,16.2,16.4,137.7,70.7,19.0,7731,9.5,2485.1,35.2
2048,A&D,Japan,Japan,Health Care Equipment & Services,34.5,5.2,325.8,9.8,10.6,7.4,8.3,2.3,17.6,111.8,5.4,2557,-0.4,83.2,33.8
2049,Q TECHNOLOGY (GROUP),China,China,General Retailers,34.5,116.4,1016.6,59.1,3.4,121.6,132.2,12.0,70.3,110.3,6.9,2526,36.5,2132.4,578.7
2050,AL-KHATEM TELECOMS PRIVATE SHAREHOLDING,Iraq,RoW,Mobile Telecommunications,34.5,-2.7,864.3,1.1,4.0,47.2,33.6,5.5,128.8,215.3,14.9,,,,
2051,SEIKO HOLDINGS,Japan,Japan,Personal Goods,34.5,19.7,1983.2,4.4,1.7,51.4,-42.7,2.6,78.7,42.4,4.0,12033,-7.9,762.9,55.9
2052,ION BEAM APPLICATIONS,Belgium,EU,Health Care Equipment & Services,34.4,6.4,287.4,-12.6,12.0,9.9,5.4,3.4,-18.3,-162.7,-6.4,1476,3.1,701.0,-41.4
2053,KMD,Denmark,EU,Software & Computer Services,34.4,4.9,697.4,2.3,4.9,2.4,-57.7,0.3,38.9,-14.9,5.6,2583,-11.5,,
2054,APPTIO,US,US,Software & Computer Services,34.4,12.8,157.2,17.4,21.9,3.0,-33.3,1.9,-21.9,-6.8,-13.9,753,3.0,326.6,
2055,CHANGCHUN HIGH & NEW TECHNOLOGY INDUSTRIES,China,China,Pharmaceuticals & Biotechnology,34.4,31.0,512.2,43.1,6.7,29.6,24.9,5.8,138.7,35.8,27.1,4613,6.1,2947.6,33.2
2056,NANTHEALTH,US,US,Pharmaceuticals & Biotechnology,34.3,-46.0,72.3,7.8,47.5,11.4,-13.6,15.7,-56.6,-43.6,-78.3,494,-46.4,281.7,-78.7
2057,ASIA VITAL COMPONENTS,Taiwan,RoW,Technology Hardware & Equipment,34.3,-1.7,757.3,2.3,4.5,27.7,-48.2,3.7,38.9,-17.1,5.1,,,269.9,9.6
2058,TACHI S,Japan,Japan,Automobiles & Parts,34.3,12.5,2182.2,4.6,1.6,35.3,17.8,1.6,62.0,-5.2,2.8,12356,12.5,506.3,9.4
2059,EUROMONITOR,UK,EU,Media,34.3,13.4,138.0,20.1,24.8,1.0,-42.1,0.7,25.3,-27.6,18.3,1206,6.6,,
2060,GUANGDONG HAID,China,China,Food Producers,34.2,36.3,4156.6,19.7,0.8,155.9,82.0,3.7,184.7,43.0,4.4,15138,21.1,3695.5,13.7
2061,BAZAARVOICE,US,US,Support Services,34.2,-3.3,167.8,0.7,20.4,7.6,-62.1,4.5,-8.6,-48.3,-5.1,763,0.9,333.8,20.9
2062,JANUS DONGGUAN PRECISION COMPONENTS,China,China,Leisure Goods,34.2,3.1,780.5,21.4,4.4,35.4,21.1,4.5,85.6,196.2,11.0,15123,-10.1,1357.6,64.9
2063,HUAYI COMPRESSOR,China,China,Industrial Engineering,34.1,20.7,1032.3,16.7,3.3,22.7,-9.6,2.2,31.7,-11.9,3.1,6441,-0.1,671.2,-5.9
2064,SMARTSHEET,US,US,Software & Computer Services,34.1,108.5,92.8,66.1,36.8,5.0,230.0,5.4,-40.8,223.2,-44.0,787,,,
2065,JOYOUNG,China,China,Household Goods & Home Construction,34.1,22.6,914.3,-1.1,3.7,4.5,0.1,0.5,93.7,-0.5,10.3,2467,-6.4,1898.8,-5.5
2066,SENSIENT TECHNOLOGIES,US,US,Chemicals,34.1,0.0,1135.9,-1.5,3.0,47.0,-30.6,4.1,170.4,2.1,15.0,4023,-1.5,2639.0,-3.5
2067,BE SEMICONDUCTOR INDUSTRIES,Netherlands,EU,Technology Hardware & Equipment,34.1,2.6,592.8,57.9,5.8,4.5,1.4,0.8,209.4,178.6,35.3,2040,22.2,2179.8,94.1
2068,SHANDONG LUOXIN PHARMACY STOCK,China,China,Pharmaceuticals & Biotechnology,34.1,22.7,527.3,14.0,6.5,27.0,14.8,5.1,51.1,-24.9,9.7,,,,
2069,FUJI OIL,Japan,Japan,Food Producers,34.1,3.5,2272.1,5.2,1.5,102.8,-7.8,4.5,145.1,13.1,6.4,5092,0.7,2013.4,53.7
2070,MYCRONIC,Sweden,EU,Technology Hardware & Equipment,34.1,-1.9,304.9,29.4,11.2,2.9,-19.4,0.9,88.0,25.5,28.9,1045,14.7,743.5,-26.5
2071,ZAFGEN,US,US,Pharmaceuticals & Biotechnology,34.1,3.5,,,,0.0,-91.7,,-44.2,-9.0,,35,9.4,82.7,21.4
2072,ENVESTNET,US,US,Support Services,34.0,7.1,570.1,18.3,6.0,12.5,7.0,2.2,13.7,-171.9,2.4,3516,10.0,1631.5,15.7
2073,SYROS PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,34.0,8.8,0.9,247.3,3705.3,0.7,-64.6,74.6,-45.6,14.0,-4966.9,56,1.8,428.5,60.5
2074,LUFTHANSA,Germany,EU,Travel & Leisure,34.0,41.7,35579.0,12.4,0.1,3215.0,32.6,9.0,2994.0,34.4,8.4,129424,4.1,9876.2,102.3
2075,Q2 HOLDINGS,US,US,Software & Computer Services,34.0,16.0,161.7,29.1,21.0,10.3,-14.2,6.3,-21.4,-12.7,-13.2,844,13.7,1397.7,48.8
2076,ZHENGZHOU COAL MINING MACHINERY,China,China,Industrial Engineering,34.0,159.0,966.4,108.0,3.5,53.1,457.7,5.5,39.2,185.9,4.1,9760,201.5,,
2077,COHU,US,US,Technology Hardware & Equipment,34.0,16.9,294.1,25.0,11.5,5.1,76.5,1.7,29.0,513.4,9.9,1800,0.0,437.4,80.9
2078,KRATON,US,US,Chemicals,34.0,3.1,1634.6,12.4,2.1,97.0,-2.7,5.9,196.0,38.4,12.0,1931,-2.0,854.4,-7.9
2079,CEGID,France,EU,Software & Computer Services,33.9,4.7,307.6,9.0,11.0,2.3,59.9,0.8,43.9,13.8,14.3,2217,8.9,565.2,54.9
2080,KT&G,South Korea,RoW,Tobacco,33.9,16.2,3635.3,3.6,0.9,252.9,89.9,7.0,1110.8,-3.0,30.6,4343,,12244.4,-2.1
2081,SHANGHAI MODERN PHARMACEUTICAL,China,China,Pharmaceuticals & Biotechnology,33.9,-27.5,1049.7,-4.7,3.2,21.6,-30.2,2.1,156.4,0.8,14.9,14246,-3.2,1130.4,2.5
2082,CHROMA ATE,Taiwan,RoW,Electronic & Electrical Equipment,33.9,17.2,416.3,28.2,8.1,5.0,-83.7,1.2,85.0,47.8,20.4,,,1182.3,33.8
2083,BHARAT HEAVY ELECTRICALS,India,RoW,Industrial Engineering,33.8,-7.7,3602.2,7.6,0.9,46.4,-74.0,1.3,235.6,-1517.9,6.5,39821,-5.6,4121.5,-7.2
2084,STABILUS,Luxembourg,EU,General Industrials,33.8,20.6,910.0,23.4,3.7,33.5,-16.0,3.7,121.7,61.4,13.4,5964,17.8,1489.6,49.6
2085,NEWLINK GENETICS,US,US,Pharmaceuticals & Biotechnology,33.8,-12.7,23.9,-19.7,141.3,0.0,-98.1,0.1,-59.4,-14.4,-247.9,76,-37.7,199.2,-19.0
2086,NILFISK HOLDING,Denmark,EU,Real Estate Investment & Services,33.8,-11.7,1081.9,2.2,3.1,15.3,-25.7,1.4,81.5,10.1,7.5,5769,2.9,,
2087,SENSIRION HOLDING,Switzerland,RoW,Electronic & Electrical Equipment,33.8,,126.5,,26.7,9.4,,7.4,3.1,,2.5,,,,
2088,CONTROL4,US,US,Electronic & Electrical Equipment,33.7,13.0,204.1,17.2,16.5,3.3,47.4,1.6,11.8,171.9,5.8,635,16.3,513.2,139.0
2089,CHINA BAOAN,China,China,Real Estate Investment & Services,33.7,31.0,873.3,9.0,3.9,115.9,-4.2,13.3,76.2,17.1,8.7,10844,22.0,2329.3,-24.2
2090,HANGZHOU SILAN MICROELECTRONICS,China,China,Technology Hardware & Equipment,33.7,22.0,344.2,14.7,9.8,148.5,41.1,43.1,28.8,158.9,8.4,5411,14.0,1050.8,-7.5
2091,CEVA,US,US,Mobile Telecommunications,33.7,31.0,73.0,20.4,46.2,3.4,73.2,4.7,13.2,10.3,18.1,313,12.6,742.6,35.0
2092,CORCEPT THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,33.7,69.3,132.7,95.8,25.4,0.3,116.0,0.3,44.1,419.3,33.2,136,32.0,1576.2,220.7
2093,APELLIS PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,33.6,75.4,,,,,,,-42.3,86.1,,39,39.3,,
2094,UNIVERSAL DISPLAY,US,US,Electronic & Electrical Equipment,33.6,2.6,279.9,68.8,12.0,24.9,308.3,8.9,121.9,113.8,43.6,224,10.9,4984.3,121.0
2095,COSMO ENERGY,Japan,Japan,Oil & Gas Producers,33.5,6.3,18634.3,10.1,0.2,714.8,-11.0,3.8,815.0,20.8,4.4,6855,-0.1,1424.3,110.6
2096,THULE,Sweden,EU,Automobiles & Parts,33.5,28.9,609.4,6.9,5.5,14.4,7.6,2.4,110.1,13.3,18.1,2119,6.4,1578.2,11.2
2097,XINJIANG WEST CONSTRUCTION,China,China,Construction & Materials,33.5,37.1,1888.6,28.6,1.8,27.4,58.2,1.5,65.2,-13.8,3.5,5446,-30.7,2863.0,198.9
2098,OPTIVA,Canada,RoW,Software & Computer Services,33.5,-5.8,115.0,-19.4,29.1,0.4,-79.8,0.4,-30.1,-23.2,-26.2,,,51.8,
2099,SAXA HOLDINGS,Japan,Japan,Technology Hardware & Equipment,33.5,-4.2,278.3,-6.8,12.0,2.7,-1.6,1.0,3.2,-58.2,1.1,1114,0.8,95.0,-8.8
2100,HUAPONT NUTRICHEM,China,China,Pharmaceuticals & Biotechnology,33.4,9.8,1146.9,28.1,2.9,124.6,49.4,10.9,133.5,28.3,11.6,10505,36.9,1677.8,1.9
2101,JUST EAT,UK,EU,Travel & Leisure,33.3,55.0,615.5,45.4,5.4,16.4,53.7,2.7,-83.0,-200.7,-13.5,2116,30.5,5099.3,23.6
2102,KENDA RUBBER INDUSTRIAL,Taiwan,RoW,Automobiles & Parts,33.3,4.4,852.9,3.5,3.9,35.6,4.7,4.2,37.7,-60.9,4.4,,,1054.1,-14.0
2103,STEEL AUTHORITY OF INDIA,India,RoW,Industrial Metals & Mining,33.3,15.9,5694.0,12.0,0.6,926.0,6.6,16.3,-309.8,-56.7,-5.4,82964,-6.4,3272.9,25.9
2104,HIWIN TECHNOLOGIES,Taiwan,RoW,General Industrials,33.3,27.9,591.2,31.3,5.6,99.3,36.5,16.8,95.7,113.9,16.2,,,2093.5,66.4
2105,SOLID BIOSCIENCES,US,US,Pharmaceuticals & Biotechnology,33.3,98.4,,,,1.9,480.6,,-45.7,114.5,,60,0.0,,
2106,SUZHOU VICTORY PRECISION MANUFACTURE,China,China,General Industrials,33.2,19.2,2009.9,18.7,1.7,189.4,-3.3,9.4,68.6,-20.0,3.4,7171,22.2,,
2107,MEDIVIR,Sweden,EU,Pharmaceuticals & Biotechnology,33.2,-18.9,3.7,-60.6,892.7,0.1,-94.0,1.7,-36.9,39.4,-990.3,98,-16.9,145.1,-16.3
2108,ZUORA,US,US,Financial Services,33.2,39.0,140.0,48.6,23.7,3.9,24.4,2.8,-38.6,18.6,-27.6,933,,,
