World rank,Company,Country,Region,Industry,R&D 2018/19 (€million),R&D one-year growth (%),Net sales (€million),Net sales one-year growth (%),R&D intensity (%),Capex (€million),Capex one-year growth (%),Capex intensity (%),Op.profits (€million),Op.profits one-year growth (%),Profitability (%),Employees,Employees one-year growth (%),Market cap (€million),Market cap one-year growth (%)
1784,SHANGHAI FUDAN MICROELECTRONICS,China,China,Electronic & Electrical Equipment,49.8,-2.0,179.6,0.8,27.7,16.3,-6.1,9.0,21.7,-38.6,12.1,1240.0,12.7,254.2,75.9
1785,KYMAB GROUP,UK,EU,Pharmaceuticals & Biotechnology,49.8,63.6,6.2,19.1,807.8,2.9,-3.1,46.5,-50.1,62.8,-813.1,161.0,25.8, , 
1786,ADVAXIS,US,US,Pharmaceuticals & Biotechnology,49.8,-20.8,5.3,-49.6,939.6,1.2,-58.7,23.5,-61.5,-28.5,-1160.8,58.0,-46.3, , 
1787,CELLDEX THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,49.7,-31.8,8.3,-25.2,596.7,0.7,-54.5,8.5,-136.6,28.7,-1640.1,140.0,-28.2,71.2,-74.2
1788,SHANGHAI HIGHLY,China,China,Industrial Engineering,49.6,-4.4,1371.7,8.7,3.6,93.7,70.0,6.8,74.4,11.3,5.4,5337.0,-2.5,236.5,19.9
1789,ZUORA,US,US,Software & Computer Services,49.5,42.4,205.4,40.1,24.1,11.7,185.5,5.7,-66.2,63.8,-32.2,1221.0,30.9,1472.3, 
1790,SHENZHEN GRANDLAND GROUP,China,China,Construction & Materials,49.5, ,1827.9,15.0,2.7,61.1,45.7,3.3,139.6,35.9,7.6,5624.0,17.4,972.2,-37.4
1791,FORTY SEVEN,US,US,Pharmaceuticals & Biotechnology,49.5,52.5, , , ,0.4,253.5, ,-63.0,59.2, ,57.0, ,401.9, 
1792,PALFINGER,Austria,EU,Industrial Engineering,49.5,14.9,1615.6,9.8,3.1,99.3,20.8,6.1,127.7,10.5,7.9,10780.0,5.6,1161.6,-20.1
1793,ANGANG STEEL,China,China,Industrial Metals & Mining,49.4,24.0,13211.3,14.7,0.4,360.0,50.3,2.7,1415.8,49.4,10.7,35517.0,-1.6,4803.7,-16.4
1794,TIANJIN 712 COMMUNICATION & BROADCASTING,China,China,Technology Hardware & Equipment,49.4,10.4,204.6,10.1,24.2,2.6,-0.4,1.3,32.5,1.0,15.9,1859.0,4.4,261.5, 
1795,STAMPSCOM,US,US,General Retailers,49.4,22.5,512.6,25.2,9.6,2.5,-57.5,0.5,172.5,20.8,33.6,1179.0,42.9,3939.3,39.5
1796,DAEWOO SHIPBUILDING & MARINE,South Korea,RoW,Industrial Engineering,49.4,38.0,7549.6,-13.1,0.7,119.3,31.0,1.6,802.2,39.8,10.6, , ,2387.5, 
1797,ACCURAY,US,US,Health Care Equipment & Services,49.3,-1.3,365.8,3.4,13.5,3.8,-31.3,1.0,0.5,-115.4,0.1,947.0,-5.1,302.1,-0.5
1798,WIPRO,India,RoW,Software & Computer Services,49.3,29.6,7331.1,7.5,0.7,285.1,4.2,3.9,1210.0,16.8,16.5, , ,17077.2,-6.2
1799,COHU,US,US,Technology Hardware & Equipment,49.3,38.5,394.6,28.1,12.5,4.3,-18.5,1.1,-9.7,-131.9,-2.5,3500.0,94.4,665.6,45.3
1800,CHINA XD PLASTICS,US,US,Chemicals,49.2,73.4,1113.4,-1.2,4.4,374.9,-6.0,33.7,97.8,-29.2,8.8,1145.0,-53.5,149.3,-24.9
1801,NIPPON SODA,Japan,Japan,Chemicals,49.2,-13.9,1147.9,3.1,4.3,67.2,12.3,5.9,61.8,22.6,5.4,2724.0,1.5,777.6,0.5
1802,POLYONE,US,US,Chemicals,49.2,8.1,3085.9,9.4,1.6,66.4,-4.5,2.2,242.8,-3.0,7.9,6600.0,4.8,2950.5,14.3
1803,BHARAT HEAVY ELECTRICALS,India,RoW,Industrial Engineering,49.2,29.1,3675.0,5.4,1.3,53.2,51.2,1.4,350.8,-7.5,9.5,35471.0, ,3703.0,-6.4
1804,ZIJIN MINING,China,China,Mining,49.1,15.7,13190.2,12.0,0.4,995.2,55.0,7.5,838.9,7.2,6.4,19226.0,6.4,1874.0,2.1
1805,SAURER INTELLIGENT TECHNOLOGY,China,China,Industrial Engineering,49.1, ,1171.5,5.9,4.2,87.1,72.2,7.4,153.4,19.0,13.1,4743.0,5.8,667.5,-28.8
1806,TRANSLATE BIO,US,US,Pharmaceuticals & Biotechnology,49.1,20.8,1.2, ,3958.0,5.7,137.6,463.4,-91.0,32.4,-7340.1,81.0,55.8,418.3, 
1807,BEIJING KUNLUN TECH,China,China,Software & Computer Services,49.1, ,447.1,3.4,11.0,1.5,-46.9,0.3,139.3,-3.3,31.1,1241.0,-13.3,1212.0,-22.6
1808,NABORS INDUSTRIES,US,US,"Oil Equipment, Services & Distribution",49.0,9.9,2670.4,19.2,1.8,400.8,-20.1,15.0,-147.1,-45.0,-5.5,15000.0,0.0,1926.3,17.8
1809,CONAGRA BRANDS,US,US,Food Producers,49.0,18.6,8330.5,20.2,0.6,308.4,40.3,3.7,1175.2,5.6,14.1,18000.0,45.2,12573.3,8.6
1810,CD PROJEKT,Poland,EU,Leisure Goods,48.9,32.9,84.3,-21.7,58.0,4.5,43.3,5.3,26.1,-53.5,31.0,887.0,19.4,4599.6,147.0
1811,J M SMUCKER,US,US,Food Producers,48.9,0.0,6845.4,6.5,0.7,314.2,11.8,4.6,842.8,-11.7,12.3,7400.0,5.7,10269.2,-1.2
1812,TRINSEO,US,US,Chemicals,48.9,7.9,4037.4,3.9,1.2, , , ,361.9,-23.7,9.0,2500.0,12.9,2870.4,12.2
1813,TIANSHUI HUATIAN TECHNOLOGY,China,China,Electronic & Electrical Equipment,48.9,8.5,883.5,1.3,5.5,208.5,-9.1,23.6,66.0,-20.5,7.5,13167.0,7.4,1384.7,-29.9
1814,HEXCEL,US,US,Chemicals,48.8,13.2,1911.9,10.9,2.6,160.8,-33.8,8.4,324.2,5.9,17.0,6626.0,5.9,5054.0,19.9
1815,JENOPTIK,Germany,EU,Industrial Engineering,48.7,11.7,834.6,11.6,5.8,36.7,20.8,4.4,94.3,15.3,11.3,4043.0,9.9, , 
1816,BEIJING SIFANG AUTOMATION,China,China,Electronic & Electrical Equipment,48.7,-10.4,443.2,11.2,11.0,4.8,-63.7,1.1,42.9,33.0,9.7,3217.0,-2.1,510.9,-45.1
1817,EGO BLANC UND FISCHER & CO,Germany,EU,Household Goods & Home Construction,48.7,1.9,1191.6,2.4,4.1,49.4,11.5,4.1,105.0,10.3,8.8,7640.0,1.7, , 
1818,NISSHIN SEIFUN,Japan,Japan,Food Producers,48.6,4.3,4455.0,4.7,1.1,143.7,-7.5,3.2,211.5,-0.8,4.7,6760.0,3.3,5331.6,16.3
1819,AQUANTIA,US,US,Electronic & Electrical Equipment,48.6,28.0,105.5,16.8,46.1,4.0,-17.7,3.8,-9.2,256.1,-8.7,310.0,22.5,378.2, 
1820,ACUSHNET HOLDINGS,US,US,Leisure Goods,48.5,8.5,1426.8,4.7,3.4,28.6,74.1,2.0,152.0,4.1,10.7,5209.0,-0.4,1766.1,65.2
1821,HITHINK ROYALFLUSH INFORMATION NETWORK,China,China,Electronic & Electrical Equipment,48.5,16.7,174.2,-1.6,27.9,13.4,277.5,7.7,76.7,-14.4,44.0,3023.0,1.4,1253.1,-38.0
1822,SHENZHEN GONGJIN ELECTRONICS,China,China,Technology Hardware & Equipment,48.5,-0.9,1053.7,10.9,4.6,61.0,-11.5,5.8,29.7,281.2,2.8,7670.0,-4.1,547.7,-2.9
1823,OXFORD NANOPORE TECHNOLOGIES,UK,EU,Pharmaceuticals & Biotechnology,48.5,25.0,15.3,187.9,317.1,21.9,550.5,143.1,-73.1,1.4,-477.9,343.0,19.1, , 
1824,GLOBUS MEDICAL,US,US,Health Care Equipment & Services,48.5,27.1,622.7,12.1,7.8,52.1,16.4,8.4,154.5,6.5,24.8,1800.0,20.0,4571.2,79.8
1825,CHENGDU DR PENG TELECOM&MEDIA,China,China,Software & Computer Services,48.5,44.3,858.7,-15.5,5.6,392.2,-10.6,45.7,67.5,-47.0,7.9,22505.0,-20.6,2037.2,-35.6
1826,GANSU JIU STEEL GROUP HONG XING IRON & STEEL,China,China,Industrial Metals & Mining,48.4,-52.2,5451.9,9.3,0.9,66.4,-14.5,1.2,269.0,80.6,4.9,22025.0,-3.0,1700.2,-34.3
1827,CHINA AEROSPACE TIMES ELECTRONICS,China,China,Aerospace & Defence,48.3,-9.1,1707.1,4.8,2.8,83.4,5.8,4.9,114.0,2.6,6.7,14949.0,-1.3,2033.0,8.8
1828,AMARIN,UK,EU,Pharmaceuticals & Biotechnology,48.3,18.8,200.2,26.6,24.1,0.1,383.3,0.0,-94.8,138.7,-47.4,530.0,119.9,810.2,1.1
1829,GOSSAMER BIO,US,US,Pharmaceuticals & Biotechnology,48.3, , , , ,3.0, , ,-130.1,2139.5, ,119.0,13.3, , 
1830,CHIMERIX,US,US,Pharmaceuticals & Biotechnology,48.2,11.7,6.3,60.6,765.5,0.2,19.9,2.5,-62.8,-1.8,-997.1,82.0,0.0,167.4,-14.4
1831,AVIC ELECTROMECHANICAL SYSTEMS,China,China,Aerospace & Defence,48.2,31.9,1447.8,3.9,3.3,148.1,14.3,10.2,162.9,-1.1,11.3,32581.0,45.9,3155.9,7.9
1832,TOBII,Sweden,EU,Technology Hardware & Equipment,48.2,-9.9,127.0,20.7,37.9,1.8,-29.7,1.5,-19.8,10.0,-15.6,917.0,8.9,404.4,12.1
1833,CARLISLE COMPANIES,US,US,General Industrials,48.1,0.4,3912.2,19.4,1.2,105.4,-24.5,2.7,444.5,9.7,11.4,13000.0,-7.1,6615.9,26.6
1834,SK CHEMICALS,South Korea,RoW,Chemicals,48.0,1128.4,1070.6,1457.1,4.5,66.1,861.4,6.2,35.8,-598.1,3.3, , ,785.0, 
1835,ENEL,Italy,EU,Electricity,48.0,152.6,73134.0,0.6,0.1,6908.0,-4.4,9.4,10382.0,16.7,14.2,69272.0,10.1,43310.1,-16.2
1836,LUFTHANSA,Germany,EU,Travel & Leisure,48.0,41.2,35844.0,0.7,0.1,4097.0,15.5,11.4,2758.0,-10.0,7.7,135534.0,4.7,10657.2,7.9
1837,NESTE,Finland,EU,Oil & Gas Producers,48.0,9.1,14918.0,12.9,0.3,347.0,-22.4,2.3,1023.0,-12.4,6.9,5413.0,1.4,19179.0,101.9
1838,FERROVIAL,Spain,EU,Construction & Materials,48.0,2.8,5737.0,-53.0,0.8,123.0,6.0,2.1,308.0,-41.6,5.4,92113.0,-4.0,13769.7,-2.7
1839,BIOTEST,Germany,EU,Pharmaceuticals & Biotechnology,48.0,-12.4,406.3,-24.9,11.8,54.6,-48.7,13.4,12.3,-280.9,3.0,1663.0,-32.8,472.9,4.4
1840,CERIDIAN HCM HOLDING,US,US,Software & Computer Services,47.9,6.0,651.9,11.3,7.4,35.1,-20.6,5.4,43.6,23.8,6.7,4444.0,5.5,4628.2, 
1841,CJ CHEILJEDANG,South Korea,RoW,Food Producers,47.9,11.8,14614.8,13.3,0.3,1388.8,15.4,9.5,651.8,7.2,4.5, , ,4035.9,8.0
1842,TUNIU,China,China,Travel & Leisure,47.9,-32.3,285.5,2.2,16.8,15.2,-25.6,5.3,-44.5,-60.5,-15.6,7355.0,7.5,810.6,2.5
1843,LOMON BILLIONS GROUP,China,China,Chemicals,47.9,-10.0,1286.8,1.3,3.7,58.0,176.9,4.5,391.2,-5.3,30.4,7646.0,8.3,1207.6,-24.2
1844,SHENZHEN MTC,China,China,Leisure Goods,47.9,21.5,1626.8,29.5,2.9,185.8,409.5,11.4,56.8,-4.6,3.5,7158.0,-10.7,1129.1,-30.7
1845,TECAN,Switzerland,RoW,Pharmaceuticals & Biotechnology,47.9,13.8,526.7,8.2,9.1,10.5,44.9,2.0,79.7,12.6,15.1,1662.0,12.1,2415.9,22.0
1846,DALIAN HUARUI HEAVY,China,China,Industrial Engineering,47.8,-12.4,821.2,1.8,5.8,8.2,41.2,1.0,6.0,-320.7,0.7,5588.0,-0.7,780.3,-22.7
1847,EMS CHEMIE,Switzerland,RoW,Chemicals,47.7,8.2,2056.1,8.0,2.3,53.4,22.1,2.6,551.7,6.7,26.8,2939.0,0.9,12695.6,-6.6
1848,QUALYS,US,US,Support Services,47.6,26.2,243.6,20.8,19.6,19.9,-39.8,8.2,44.0,35.2,18.1,1194.0,37.4,3101.1,99.2
1849,BROOKS AUTOMATION,US,US,Industrial Engineering,47.6,16.0,551.6,19.7,8.6,11.2,0.9,2.0,28.1,83.9,5.1,1548.0,-6.8,2431.3,53.1
1850,KONKA,China,China,Technology Hardware & Equipment,47.6,14.1,5664.8,50.2,0.8,61.9,92.5,1.1,-27.8,-138.7,-0.5,18965.0,6.4,244.2,-14.3
1851,SEKISUI HOUSE,Japan,Japan,Household Goods & Home Construction,47.6,16.6,17023.7,0.0,0.3,424.6,-14.3,2.5,1417.1,-4.2,8.3,24775.0,1.6,9870.4,-4.8
1852,CATALENT,US,US,Pharmaceuticals & Biotechnology,47.6,3.8,2199.1,2.2,2.2,190.5,23.6,8.7,251.5,2.4,11.4,12300.0,15.0,5288.8,17.2
1853,ANHUI HELI,China,China,Industrial Engineering,47.5,18.8,1211.7,13.8,3.9,23.7,23.2,2.0,94.4,12.1,7.8,7467.0,2.8,923.5,-8.4
1854,ALLEGION,Ireland,EU,Aerospace & Defence,47.5,12.6,2385.8,13.4,2.0,42.9,-0.4,1.8,462.2,5.5,19.4,11000.0,10.0,7236.8,10.8
1855,AIXTRON,Germany,EU,Technology Hardware & Equipment,47.5,-13.0,268.8,16.7,17.7,8.1,-9.0,3.0,42.8,-332.3,15.9,628.0,8.1,1213.9,33.4
1856,ANHUI HENGYUAN COAL INDUSTRY AND ELECTRICITY POWER,China,China,Mining,47.4,187.5,695.0,-5.8,6.8,66.7,98.1,9.6,192.2,5.6,27.7,13470.0,-3.7,806.7,-50.0
1857,INMARSAT,UK,EU,Mobile Telecommunications,47.4,109.7,1279.7,5.3,3.7,402.0,1.3,31.4,270.1,-7.5,21.1,1825.0,-1.6,2786.1,-24.7
1858,MSA SAFETY,US,US,General Industrials,47.4,8.5,1186.1,13.5,4.0,29.7,43.1,2.5,165.1,203.3,13.9,4800.0,2.1,3393.4,39.6
1859,TPR,Japan,Japan,Automobiles & Parts,47.3,7.9,1517.9,2.8,3.1,114.1,-0.3,7.5,141.4,-12.7,9.3,7171.0,0.9,741.9,-21.7
1860,LINCOLN ELECTRIC,US,US,Industrial Engineering,47.3,13.1,2645.1,15.4,1.8,62.2,15.6,2.4,360.8,15.7,13.6,11000.0,0.0,5359.5,7.2
1861,ZHEJIANG SOUTHEAST SPACE FRAME,China,China,Construction & Materials,47.3,9.4,1090.6,11.2,4.3,18.2,15.9,1.7,42.6,-1.1,3.9,5110.0,-4.5,459.5,-35.7
1862,ALK ABELLO,Denmark,EU,Pharmaceuticals & Biotechnology,47.3,-7.8,390.5,0.2,12.1,16.9,-47.5,4.3,-12.9,20.0,-3.3,2379.0,3.3,1582.1,31.6
1863,KOREA GAS,South Korea,RoW,"Gas, Water & Multiutilities",47.3,9.1,20497.5,18.1,0.2,983.0,-9.0,4.8,999.5,23.3,4.9, , ,3801.0,16.1
1864,DELTA GALIL INDUSTRIES,Israel,RoW,Personal Goods,47.2,10.2,1308.7,9.5,3.6,36.6,33.7,2.8,70.5,-4.4,5.4,13260.0,13.6,630.1,-5.7
1865,QAD,US,US,Software & Computer Services,47.2,13.3,290.8,9.2,16.2,3.8,16.7,1.3,8.4,-411.4,2.9,1970.0,5.3,135.3,78.7
1866,ZHEJIANG HUAYOU COBALT,China,China,Chemicals,47.2,127.8,1793.7,49.6,2.6,190.5,133.7,10.6,392.2,14.7,21.9,6199.0,50.8,5213.9,83.8
1867,EXFO,Canada,RoW,Technology Hardware & Equipment,47.1,20.0,235.4,10.8,20.0,9.1,45.7,3.9,-5.7,-174.5,-2.4,1803.0,14.3,86.7,1.2
1868,NICHIAS,Japan,Japan,General Industrials,47.1,6.2,1698.1,9.1,2.8,90.1,-7.1,5.3,178.3,6.0,10.5,6036.0,4.4,1544.3,12.2
1869,COMTECH TELECOMMUNICATIONS,US,US,Technology Hardware & Equipment,47.0,-0.7,498.3,3.7,9.4,7.5,6.0,1.5,30.6,40.2,6.1,1852.0,2.2,740.2,83.7
1870,NEOPHOTONICS,US,US,Technology Hardware & Equipment,47.0,-7.7,281.7,10.1,16.7,13.0,-68.6,4.6,-31.0,-25.1,-11.0,1769.0,-0.8,347.8,56.0
1871,SCOR,France,EU,Nonlife Insurance,47.0,67.9,13779.0,2.3,0.3,42.0,75.0,0.3,2.0,-100.8,0.0,2887.0,-2.3,6718.8,-1.1
1872,TANVEX BIOPHARMA,Taiwan,RoW,Pharmaceuticals & Biotechnology,47.0,52.4,0.0,192.4,428205.6,3.0,0.9,27293.3,-55.4,39.0,-505242.8, , ,578.5, 
1873,GRITSTONE ONCOLOGY,US,US,Pharmaceuticals & Biotechnology,47.0,50.7,1.0, ,4530.6,4.9,-50.9,477.1,-57.3,57.0,-5525.2,113.0,13.0, , 
1874,AEROSPACE COMMUNICATIONS,China,China,General Industrials,47.0,-0.2,1560.7,23.3,3.0,18.8,-52.2,1.2,93.2,30.5,6.0,7191.0,2.3,473.4,-38.1
1875,UNIVERSAL DISPLAY,US,US,Electronic & Electrical Equipment,46.9,33.4,216.1,-26.3,21.7,22.2,-14.8,10.3,49.6,-61.2,22.9,267.0,19.2,5034.3,-3.6
1876,STEELCASE,US,US,Household Goods & Home Construction,46.9,22.0,3007.2,12.7,1.6,71.1,-7.4,2.4,160.3,17.7,5.3,12700.0,8.5,1100.1,9.0
1877,SCOTTS MIRACLE-GRO,US,US,Chemicals,46.9,6.3,2326.1,0.8,2.0,59.6,-2.0,2.6,192.8,-48.5,8.3,5150.0,9.6,3617.5,-25.8
1878,GENUS,UK,EU,Pharmaceuticals & Biotechnology,46.8,5.0,521.5,2.4,9.0,19.7,32.8,3.8,9.1,-78.7,1.7,2896.0,14.2,1263.5,2.6
1879,STELLA INTERNATIONAL,China,China,Personal Goods,46.8,-5.5,1387.4,0.7,3.4,45.3,51.3,3.3,58.9,0.8,4.2,63000.0,0.0,698.7,-43.1
1880,MIRACA,Japan,Japan,Pharmaceuticals & Biotechnology,46.8,10.7,1429.6,-7.2,3.3,168.3,44.8,11.8,115.4,-240.5,8.1,5957.0,7.5,1387.6,-38.5
1881,ACTIA,France,EU,Electronic & Electrical Equipment,46.7,22.9,476.5,10.0,9.8,48.8,71.4,10.2,10.0,-44.0,2.1,3697.0,6.9,171.3,12.1
1882,EIZO,Japan,Japan,Technology Hardware & Equipment,46.7,0.4,574.8,-13.2,8.1,31.8,37.0,5.5,42.3,-37.2,7.4,2053.0,3.5,861.2,6.9
1883,DALIAN ZEUS ENTERTAINMENT,China,China,Travel & Leisure,46.7,-8.0,317.0,-19.4,14.7,18.6,606.1,5.9,-708.1,-614.5,-223.4,1117.0,-37.3,495.4,-56.7
1884,ELMOS SEMICONDUCTOR,Germany,EU,Technology Hardware & Equipment,46.7,14.0,277.6,10.8,16.8,39.2,9.5,14.1,50.8,30.2,18.3,1283.0,8.7,447.3,7.6
1885,JINKOSOLAR,China,China,Electronic & Electrical Equipment,46.7,24.6,3191.5,-5.4,1.5,312.4,-4.4,9.8,84.0,102.8,2.6,12565.0,-1.0,327.2,-42.5
1886,SALVATORE FERRAGAMO,Italy,EU,Personal Goods,46.7,45.6,1346.8,-3.3,3.5,62.9,4.5,4.7,149.8,-19.5,11.1,4228.0,1.1,3460.2,-15.1
1887,TSUMURA,Japan,Japan,Pharmaceuticals & Biotechnology,46.7,-2.0,952.8,2.6,4.9,67.1,-18.6,7.0,145.9,8.6,15.3,3547.0,2.7,2295.5,-0.7
1888,AMCOR,Australia,RoW,General Industrials,46.7,-5.5,8138.9,2.4,0.6,325.0,-1.9,4.0,889.6,9.9,10.9,33344.0,-5.3,11500.9,0.7
1889,NANTKWEST,US,US,Pharmaceuticals & Biotechnology,46.7,34.4,0.0,4.4,113655.4,11.4,-62.4,27876.6,-85.9,-0.7,-209338.4,161.0,15.8,234.5,-45.7
1890,WM MORRISON SUPERMARKETS,UK,EU,Food & Drug Retailers,46.6,-30.0,19664.1,2.7,0.2,422.4,-11.2,2.1,434.6,-10.7,2.2,103630.0,-1.8,6910.6,7.6
1891,EVENTBRITE,US,US,Software & Computer Services,46.5,45.1,254.7,44.7,18.3,11.0,45.8,4.3,-33.1,19.5,-13.0,1094.0,28.0, , 
1892,ROCKET PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,46.5,275.3, , , ,1.3,91.2, ,-62.1,259.9, ,33.0,65.0,826.1, 
1893,MYCRONIC,Sweden,EU,Technology Hardware & Equipment,46.4,42.0,368.7,26.0,12.6,5.3,91.0,1.4,98.1,16.7,26.6,1254.0,20.0,909.0,27.4
1894,ZHEJIANG SEMIR GARMENT,China,China,Personal Goods,46.4,3.1,1976.0,30.6,2.3,63.3,-39.1,3.2,311.4,34.3,15.8,6526.0,120.7,2617.7,35.9
1895,EVE ENERGY,China,China,Electronic & Electrical Equipment,46.4,68.1,552.1,46.3,8.4,102.7,-42.0,18.6,53.2,3.7,9.6,7050.0,7.5,1397.0,-40.9
1896,ENBW ENERGIE BADEN-WURTTEMBERG,Germany,EU,Electricity,46.4,11.3,20617.5,-6.2,0.2,1369.5,-3.5,6.6,760.0,-65.7,3.7,21524.0,2.1,8796.0,31.1
1897,DOWA,Japan,Japan,Mining,46.4,9.4,3569.2,-0.4,1.3,184.4,-1.2,5.2,145.5,-39.8,4.1,6680.0,3.3,1624.2,-19.9
1898,BEIJING ORIENT LANDSCAPE,China,China,Support Services,46.4,-15.4,1677.9,-13.0,2.8,128.7,134.7,7.7,325.0,-27.7,19.4,5244.0,-14.4,2370.7,-34.2
1899,FLEXION THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,46.4,3.6,19.7,6244.8,235.7,0.7,-60.3,3.8,-139.0,22.8,-706.8,272.0,8.4,756.3,5.6
1900,STEALTH BIOTHERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,46.3,-16.1, , , ,0.0,-92.5, ,-65.7,-5.6, ,57.0, , , 
1901,AVALARA,US,US,Software & Computer Services,46.3,25.4,237.6,27.7,19.5,13.5,10.9,5.7,-66.4,21.6,-28.0,1592.0,6.5,2147.4, 
1902,SUZUKEN,Japan,Japan,Pharmaceuticals & Biotechnology,46.3,-12.0,16803.4,0.4,0.3,45.7,5.5,0.3,204.3,33.7,1.2,15585.0,-1.5,4112.6,26.1
1903,XIWANG SPECIAL STEEL COMPANY,China,China,Industrial Metals & Mining,46.2,-2.3,1518.8,-3.6,3.0,47.5,-61.5,3.1,197.9,6.6,13.0,4276.0,-0.3,442.6,37.4
1904,3SBIO,China,China,Pharmaceuticals & Biotechnology,46.2,41.0,584.2,22.7,7.9,31.5,78.6,5.4,174.8,15.7,29.9,5047.0,24.6,4248.1,39.5
1905,ENVESTNET,US,US,Support Services,46.2,29.7,709.5,18.8,6.5,17.9,37.3,2.5,12.4,-13.7,1.7,3920.0,11.5,2505.0,46.6
1906,GOTHAER,Germany,EU,Nonlife Insurance,46.2,-2.5,3991.5,1.5,1.2, , , ,23.4,-85.8,0.6, , , , 
1907,ICU MEDICAL,US,US,Health Care Equipment & Services,46.2,3.1,1222.7,8.3,3.8,81.0,24.5,6.6,147.3,168.1,12.0,8100.0,19.1,5469.9,79.8
1908,SUNPLUS TECHNOLOGY,Taiwan,RoW,Technology Hardware & Equipment,46.2,-3.9,172.7,-10.9,26.7,4.9,73.8,2.9,-0.7,-122.5,-0.4, , ,235.5,-16.7
1909,HAREL INSURANCE,Israel,RoW,Nonlife Insurance,46.1,36.0, , , , , , , , , ,4932.0,1.5, , 
1910,ACCELINK TECHNOLOGIES,China,China,Electronic & Electrical Equipment,46.1,-1.0,624.2,8.4,7.4,41.8,-0.4,6.7,47.0,-9.9,7.5,4449.0,8.1,2046.1,24.5
1911,XIZANG HAISCO PHARMACEUTICAL,China,China,Pharmaceuticals & Biotechnology,46.1,46.7,429.7,85.7,10.7,44.9,-10.5,10.4,40.0,40.6,9.3,2211.0,13.8,797.0,5.0
1912,RIETER,Switzerland,RoW,Industrial Engineering,46.0,5.5,953.6,11.4,4.8,25.9,-0.7,2.7,40.3,114.2,4.2,5134.0,-2.1,642.3,-24.4
1913,PACIRA BIOSCIENCES,US,US,Pharmaceuticals & Biotechnology,46.0,-7.4,294.6,17.7,15.6,12.7,-24.7,4.3,15.3,-187.1,5.2,518.0,5.9,1686.7,25.7
1914,ADURO BIOTECH,US,US,Pharmaceuticals & Biotechnology,45.9,-17.7,13.2,-12.5,348.6,2.1,-54.1,15.7,-88.5,-4.8,-671.8,152.0,-6.2,511.0,-35.5
1915,COMET,Switzerland,RoW,Electronic & Electrical Equipment,45.9,11.6,387.0,-1.6,11.9,23.1,-30.7,6.0,15.9,-64.6,4.1,1346.0,-6.2,660.5,-29.4
1916,AMPHASTAR PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,45.8,36.3,257.4,22.7,17.8,40.9,33.4,15.9,-7.5,579.5,-2.9,2078.0,26.4,766.8,18.7
1917,CENTRAL GLASS,Japan,Japan,Construction & Materials,45.8,0.1,1806.9,0.7,2.5,159.3,-9.6,8.8,7.9,-82.8,0.4,6832.0,-3.9,889.7,11.9
1918,CUBIC,US,US,Electronic & Electrical Equipment,45.8,-0.5,1050.6,8.6,4.4,27.7,-14.1,2.6,25.7,501.5,2.4,5600.0,-35.6,1802.0,77.1
1919,TONGDA GROUP HOLDINGS,China,China,Mobile Telecommunications,45.6,10.6,992.1,3.9,4.6,101.6,-16.1,10.2,93.7,-37.9,9.4,16000.0,-11.1, , 
1920,VONAGE HOLDINGS,US,US,Mobile Telecommunications,45.5,76.0,916.0,4.6,5.0,16.6,-13.2,1.8,57.4,1.9,6.3,2248.0,26.3,2960.6,79.6
1921,NOVANTA,Canada,RoW,Industrial Engineering,45.5,19.4,536.5,17.8,8.5,14.2,78.8,2.6,62.0,23.9,11.6,2133.0,68.1,2318.5,96.3
1922,WUXI APPTEC,China,China,Pharmaceuticals & Biotechnology,45.5,16.7,1225.2,24.9,3.7,264.7, ,21.6,250.4,21.3,20.4,17730.0,20.1,1122.1, 
1923,APOLLO TYRES,India,RoW,Automobiles & Parts,45.4,24.3,2161.5,17.7,2.1,290.1,-37.9,13.4,141.2,9.7,6.5,17176.0,2.4,1799.3,11.6
1924,ARBUTUS BIOPHARMA,Canada,RoW,Pharmaceuticals & Biotechnology,45.4,0.0,5.2,-44.4,874.5,1.0,-84.3,19.1,-78.4,-19.1,-1510.2,80.0,-38.5,440.3,118.2
1925,CHANGCHUN HIGH & NEW TECHNOLOGY INDUSTRIES,China,China,Pharmaceuticals & Biotechnology,45.4,4.8,672.3,31.9,6.8,87.4,196.2,13.0,219.9,59.3,32.7,5072.0,10.0,4989.8,70.1
1926,SHERWIN WILLIAMS,US,US,General Industrials,45.3,-11.2,15314.0,17.0,0.3,219.2,12.7,1.4,1639.8,11.0,10.7,53368.0,1.3,37155.0,34.2
1927,LS,South Korea,RoW,General Industrials,45.3,8.0,8055.8,7.8,0.6,258.8,52.4,3.2,474.1,14.8,5.9, , ,1693.8,-20.5
1928,AXCELIS TECHNOLOGIES,US,US,Electronic & Electrical Equipment,45.3,20.4,386.5,7.8,11.7,4.1,-35.3,1.1,52.4,25.3,13.5,1079.0,9.5,570.8,0.2
1929,WASION GROUP HOLDINGS,China,China,Electronic & Electrical Equipment,45.3,4.4,425.7,14.1,10.6,7.7,23.0,1.8,47.4,34.2,11.1,3640.0,-6.2,443.6,18.6
