World rank,Company,Country,Industry,R&D 2016/17 (€million),R&D one-year growth (%),Net sales (€million),Net sales one-year growth (%),R&D intensity (%),Capex (€million),Capex one-year growth (%),Capex intensity (%),Op.profits (€million),Op.profits one-year growth (%),Profitability (%),Employees (th),Employees one-year growth (%),Market cap (€million),Market cap one-year growth (%)
1784,ANHUI ZHONGDING SEALING PARTS,China,Automobiles & Parts,40.8,19.8,1105.5,28.3,3.7,88.8,89.9,8.0,160.6,19.6,14.5,14.6,10.0,3475.4,
1785,MABUCHI MOTOR,Japan,Electronic & Electrical Equipment,40.8,-2.7,1142.8,-1.7,3.6,92.2,-27.2,8.1,196.0,8.5,17.2,23.8,-2.7,3118.1,-4.5
1786,AEROJET ROCKETDYNE,US,Aerospace & Defence,40.8,-42.2,1670.9,3.1,2.4,45.2,29.3,2.7,90.9,12.4,5.4,5.0,2.9,1191.9,-3.5
1787,CJ CHEILJEDANG,South Korea,Food Producers,40.8,-0.8,11439.8,12.7,0.4,715.6,23.5,6.3,662.7,12.3,5.8,,,4026.8,-0.8
1788,OCADO,UK,Food & Drug Retailers,40.7,44.8,1483.3,14.8,2.7,99.6,20.7,6.7,27.2,8.9,1.8,10.9,25.7,2117.1,-15.3
1789,HANGZHOU IRON & STEEL,China,Industrial Metals & Mining,40.7,875.3,2510.9,-10.7,1.6,118.2,54.8,4.7,128.8,-178.6,5.1,3.5,-45.2,806.2,-2.1
1790,ATYR PHARMA,US,Pharmaceuticals & Biotechnology,40.6,24.2,,,,0.6,-9.6,,-55.0,21.7,,0.1,5.5,65.7,-79.8
1791,XOMA,US,Pharmaceuticals & Biotechnology,40.6,-14.7,5.3,-90.0,770.0,0.1,-86.3,1.1,-54.1,58.2,-1024.3,0.0,-79.1,64.9,-30.5
1792,FLOWSERVE,US,Industrial Engineering,40.6,-6.8,3785.7,-12.4,1.1,85.1,-50.7,2.2,332.0,-42.8,8.8,18.0,-5.3,5982.8,4.8
1793,CEGEDIM,France,Software & Computer Services,40.6,44.0,442.8,-16.8,9.2,15.2,48.7,3.4,10.9,-79.1,2.5,4.1,11.1,362.4,-33.6
1794,KOSE,Japan,Personal Goods,40.5,3.0,2166.7,9.6,1.9,88.9,54.6,4.1,317.9,14.8,14.7,7.4,9.6,4567.1,-22.7
1795,SEKISUI HOUSE,Japan,Household Goods & Home Construction,40.5,4.6,16463.2,9.0,0.2,768.3,21.6,4.7,1454.0,28.8,8.8,23.3,0.9,9603.2,-8.1
1796,SAKATA SEED,Japan,Food Producers,40.5,3.1,477.4,3.6,8.5,24.9,64.9,5.2,58.9,77.5,12.3,2.2,3.8,900.8,16.7
1797,ALPHA NETWORKS,Taiwan,Technology Hardware & Equipment,40.5,-2.9,641.3,-5.1,6.3,0.9,-77.7,0.1,20.7,444.3,3.2,,,303.7,81.9
1798,EXFO,Canada,Technology Hardware & Equipment,40.5,-1.3,220.6,4.7,18.4,4.1,-26.6,1.9,14.9,401.0,6.7,1.6,3.5,66.8,5.4
1799,HITHINK ROYALFLUSH INFORMATION NETWORK,China,Electronic & Electrical Equipment,40.5,6.4,233.4,21.6,17.3,14.9,2.3,6.4,144.9,32.9,62.1,2.6,12.2,2463.5,66.5
1800,REDKNEE SOLUTIONS,Canada,Software & Computer Services,40.4,-8.3,162.3,-23.2,24.9,2.4,-8.0,1.5,-44.5,-469.1,-27.4,,,,
1801,AKORN,US,Pharmaceuticals & Biotechnology,40.4,4.7,1059.5,13.4,3.8,74.8,148.3,7.1,311.1,10.6,29.4,2.4,9.9,3218.6,-25.5
1802,AL-KHATEM TELECOMS PRIVATE SHAREHOLDING,Iraq,Mobile Telecommunications,40.4,-1.9,974.5,-12.6,4.1,145.8,-19.4,15.0,46.6,-82.1,4.8,,,,
1803,CRODA INTERNATIONAL,UK,Chemicals,40.4,38.4,1451.4,15.0,2.8,121.1,12.0,8.3,329.5,8.1,22.7,4.3,0.8,5070.1,10.6
1804,HOLITECH TECHNOLOGY,China,Chemicals,40.4,185.1,1558.7,134.8,2.6,76.2,211.6,4.9,154.9,284.8,9.9,24.4,34.8,832.6,
1805,SHANGHAI FUDAN MICROELECTRONICS,China,Electronic & Electrical Equipment,40.4,38.8,162.1,14.2,24.9,6.9,-43.8,4.3,35.6,33.3,22.0,1.0,8.6,193.0,27.1
1806,SUPERNUS PHARMACEUTICALS,US,Pharmaceuticals & Biotechnology,40.4,50.7,204.0,45.8,19.8,1.5,-23.8,0.7,51.4,160.1,25.2,0.4,5.5,1004.2,20.4
1807,ASKA PHARMACEUTICAL,Japan,Pharmaceuticals & Biotechnology,40.4,19.1,394.1,12.3,10.2,5.6,-70.0,1.4,14.6,54.9,3.7,0.9,-1.1,402.9,12.8
1808,EPISTAR,Taiwan,Electronic & Electrical Equipment,40.3,-5.7,750.2,0.1,5.4,77.0,-33.2,10.3,2.6,-104.8,0.3,,,737.7,-13.3
1809,POWERTECH TECHNOLOGY,Taiwan,Technology Hardware & Equipment,40.2,21.0,1420.0,13.7,2.8,478.8,141.2,33.7,224.2,35.1,15.8,,,1895.0,47.9
1810,KINDRED GROUP,Malta,Travel & Leisure,40.1,53.6,635.0,53.7,6.3,12.1,76.3,1.9,114.1,53.3,18.0,1.2,41.4,1845.4,-7.5
1811,NANJING HUADONG ELECTRONICS INFORMATION TECHNOLOGY,China,Electronic & Electrical Equipment,40.1,866.8,183.5,52.2,21.9,774.7,-46.4,422.1,-74.2,159.7,-40.4,7.5,-8.0,1233.6,208.1
1812,NIPPON LIGHT METAL,Japan,Industrial Metals & Mining,40.1,3.0,3641.9,-3.5,1.1,138.4,-10.7,3.8,235.8,11.1,6.5,13.1,1.3,974.1,17.6
1813,PACIRA PHARMACEUTICALS,US,Pharmaceuticals & Biotechnology,40.1,55.1,262.2,11.0,15.3,23.4,-38.7,8.9,-30.4,-438.7,-11.6,0.5,3.3,1401.5,-30.0
1814,HANWHA CHEMICAL,South Korea,Chemicals,40.1,-19.7,7273.0,15.2,0.6,495.8,-17.7,6.8,612.1,131.2,8.4,,,3314.2,43.5
1815,LITTELFUSE,US,General Industrials,40.0,37.0,1002.0,21.7,4.0,43.9,5.0,4.4,123.9,25.4,12.4,10.3,17.0,2700.9,40.1
1816,COMTECH TELECOMMUNICATIONS,US,Technology Hardware & Equipment,40.0,17.5,389.9,33.8,10.3,5.4,68.6,1.4,19.6,-39.3,5.0,2.0,107.7,197.7,-51.5
1817,UPM-KYMMENE,Finland,Forestry & Paper,40.0,8.1,9812.0,-3.2,0.4,351.0,-18.8,3.6,952.0,26.8,9.7,19.3,-1.4,9612.6,21.1
1818,LANNETT,US,Pharmaceuticals & Biotechnology,39.9,-6.6,604.6,12.6,6.6,46.2,100.7,7.6,96.4,-46.2,15.9,1.1,-2.0,1185.1,-28.6
1819,FARADAY TECHNOLOGY,Taiwan,Technology Hardware & Equipment,39.9,-2.5,188.6,-2.4,21.1,1.2,3.0,0.6,10.9,-33.2,5.8,,,230.7,-32.9
1820,CHINA FIRST HEAVY INDUSTRIES,China,Industrial Engineering,39.8,4.8,417.4,-37.3,9.5,69.3,212.4,16.6,-272.6,120.9,-65.3,11.0,-1.4,1666.1,-42.7
1821,COLFAX,US,Industrial Engineering,39.7,1.0,3459.9,-8.1,1.1,60.0,-9.5,1.7,304.0,-7.3,8.8,13.0,-5.8,3453.7,-24.5
1822,NATERA,US,Pharmaceuticals & Biotechnology,39.7,51.1,205.9,14.0,19.3,21.9,194.7,10.7,-91.5,61.2,-44.4,0.9,19.0,488.8,-33.5
1823,VICOR,US,Electronic & Electrical Equipment,39.7,0.9,190.0,-9.0,20.9,8.0,-7.3,4.2,-6.0,2264.8,-3.2,1.0,-1.4,280.1,12.0
1824,ZOGENIX,US,Pharmaceuticals & Biotechnology,39.7,25.4,27.4,6.1,145.0,0.1,-66.6,0.4,-69.0,52.3,-251.9,0.1,8.1,205.1,-54.3
1825,QINETIQ,UK,Support Services,39.7,44.1,913.9,3.6,4.3,35.8,7.3,3.9,156.5,75.8,17.1,6.2,-0.9,1551.0,-3.3
1826,KOMORI,Japan,Industrial Engineering,39.7,-1.8,703.5,-9.1,5.6,12.3,-45.7,1.8,9.4,-82.0,1.3,2.2,0.3,644.1,-16.3
1827,LIVZON PHARMACEUTICAL,China,Pharmaceuticals & Biotechnology,39.6,34.6,1023.3,16.5,3.9,50.3,-22.8,4.9,128.3,25.0,12.5,6.3,6.5,1683.8,0.0
1828,TIANSHUI HUATIAN TECHNOLOGY,China,Electronic & Electrical Equipment,39.6,17.3,733.6,41.5,5.4,202.7,65.4,27.6,54.5,28.5,7.4,11.2,16.0,1503.5,15.0
1829,SINOSOFT,China,Software & Computer Services,39.5,22.5,527.1,9.1,7.5,3.2,58.9,0.6,27.6,15.7,5.2,11.5,24.9,,
1830,NACHI FUJIKOSHI,Japan,Industrial Engineering,39.5,13.9,1717.4,-3.2,2.3,180.2,6.0,10.5,90.5,-41.2,5.3,6.8,3.3,712.5,-37.1
1831,CHICONY POWER TECHNOLOGY CO.,Taiwan,Electronic & Electrical Equipment,39.5,8.3,805.4,3.4,4.9,9.8,-17.4,1.2,45.0,18.3,5.6,,,426.0,11.2
1832,AEROHIVE NETWORKS,US,Mobile Telecommunications,39.4,7.2,161.1,12.0,24.4,2.1,-48.3,1.3,-34.9,-14.5,-21.7,0.6,-0.6,318.3,13.1
1833,ARROWHEAD RESEARCH,US,Pharmaceuticals & Biotechnology,39.3,-12.3,0.2,-58.6, ,3.7,-67.8,2438.1,-77.5,-14.8, ,0.1,8.7,399.4,19.3
1834,LUDWIG KROHNE,Germany,Industrial Engineering,39.3,5.2,510.8,13.4,7.7,,,,39.0,-2.2,7.6,3.6,3.3,,
1835,ELAN MICROELECTRONICS,Taiwan,Technology Hardware & Equipment,39.3,2.7,192.7,-0.7,20.4,1.0,45.0,0.5,22.5,-11.6,11.7,,,523.5,24.1
1836,MV HOLDING,Germany,Real Estate Investment & Services,39.3,8.1,1516.1,5.4,2.6,42.0,33.7,2.8,138.9,22.3,9.2,7.8,3.6,,
1837,OUTOTEC,Finland,Industrial Engineering,39.3,-17.4,1057.9,-11.9,3.7,6.4,-57.6,0.6,-67.4,457.0,-6.4,4.2,-8.7,700.3,-26.2
1838,TARKETT,France,Construction & Materials,39.3,10.7,2739.3,0.9,1.4,91.9,14.0,3.4,191.1,39.1,7.0,12.6,2.1,2006.0,51.6
1839,NABRIVA THERAPEUTICS,Austria,Pharmaceuticals & Biotechnology,39.3,88.8,6.1,72.3,638.4,0.6,269.2,9.3,-52.2,106.5,-849.2,,,161.0,
1840,TATA CONSULTANCY SERVICES,India,Software & Computer Services,39.2,19.9,16468.1,8.6,0.2,277.8,-2.8,1.7,4822.5,19.7,29.3,387.2,9.4,69115.3,-1.5
1841,FLEXION THERAPEUTICS,US,Pharmaceuticals & Biotechnology,39.2,26.4,,,,8.0,62.4,,-66.2,51.5,,0.1,97.9,435.5,-11.4
1842,LU THAI TEXTILE,China,Personal Goods,39.2,-2.0,768.1,-3.9,5.1,117.5,89.0,15.3,140.2,12.7,18.3,21.0,-6.4,289.5,-9.2
1843,SORRENTO THERAPEUTICS,US,Pharmaceuticals & Biotechnology,39.0,38.0,7.7,77.6,504.7,6.5,85.1,84.2,-99.5,41.7,-1286.8,0.2,58.8,363.7,-19.9
1844,ALK ABELLO,Denmark,Pharmaceuticals & Biotechnology,39.0,36.2,404.2,17.0,9.7,24.1,17.0,6.0,72.9,85.0,18.0,2.1,12.0,1133.2,13.0
1845,ACS,Spain,Construction & Materials,39.0,-22.9,31975.2,-8.4,0.1,523.7,-27.5,1.6,1346.9,-6.0,4.2,169.8,-15.5,7994.1,-12.2
1846,AUCHAN HOLDING,France,General Retailers,39.0,56.0,52820.0,-2.6,0.1,1377.0,-6.5,2.6,1159.0,-1.9,2.2,342.7,,,
1847,HALYARD HEALTH,US,Health Care Equipment & Services,39.0,27.2,1510.6,1.1,2.6,27.6,-58.7,1.8,101.9,-128.4,6.7,12.0,0.0,1613.8,16.1
1848,TECAN,Switzerland,Pharmaceuticals & Biotechnology,39.0,3.0,471.8,15.0,8.3,6.3,45.1,1.3,63.5,1.8,13.5,1.4,5.8,1666.0,25.4
1849,BAZAARVOICE,US,Support Services,38.9,-3.3,190.9,0.7,20.4,8.6,-62.1,4.5,-9.8,-48.3,-5.1,0.8,0.9,314.3,-20.7
1850,CROWN HOLDINGS,US,General Industrials,38.9,5.1,7858.8,-5.5,0.5,448.7,33.6,5.7,1030.3,6.6,13.1,24.0,0.0,7185.9,9.6
1851,INGREDION,US,Food Producers,38.9,-4.7,5411.3,1.5,0.7,269.4,1.4,5.0,784.6,20.2,14.5,11.0,0.0,9378.7,60.4
1852,BEIJING XINWEI TECHNOLOGY,China,Technology Hardware & Equipment,38.9,-5.0,401.4,-14.7,9.7,7.6,21.4,1.9,216.6,-9.9,54.0,2.3,10.5,4084.3,526.5
1853,TDC,Denmark,Fixed Line Telecommunications,38.9,19.9,2828.9,0.0,1.4,447.7,0.8,15.8,477.2,0.0,16.9,8.0,,4028.1,-12.4
1854,FORWARD PHARMA,Denmark,Pharmaceuticals & Biotechnology,38.8,37.0,,,,0.0,-91.9,,-52.6,11.8,,0.0,-14.3,876.4,-24.5
1855,SENSIENT TECHNOLOGIES,US,Chemicals,38.8,16.5,1312.2,0.5,3.0,77.0,1.6,5.9,189.9,-4.7,14.5,4.1,1.3,3111.0,9.8
1856,GENUS,UK,Pharmaceuticals & Biotechnology,38.7,19.4,453.2,-2.6,8.6,13.8,-1.7,3.0,68.5,-2.5,15.1,2.5,4.8,1296.7,32.3
1857,WAVE LIFE SCIENCES,Singapore,Pharmaceuticals & Biotechnology,38.7,350.7,1.4,877.0,2748.7,5.3,199.8,374.9,-52.5,187.0,-3729.1,,,554.6,
1858,ZHEJIANG SATELLITE PETROCHEMICALS,China,Chemicals,38.7,49.9,700.3,24.6,5.5,41.2,50.7,5.9,63.5,-329.6,9.1,1.6,7.5,1081.1,12.0
1859,INNOCOLL,Ireland,Pharmaceuticals & Biotechnology,38.7,44.0,4.1,55.2,933.4,11.8,288.8,284.7,-53.3,16.6,-1283.9,0.1,,157.6,-57.5
1860,BIAL,Portugal,Pharmaceuticals & Biotechnology,38.7,-13.8,223.5,9.4,17.3,, ,,12.5,-68.2,7.3,, ,, 
1861,GUODIAN TECHNOLOGY & ENVIRONMENT,China,Electricity,38.7,26.4,2180.1,-22.7,1.8,78.3,7.1,3.6,110.7,-179.2,5.1,8.2,-12.1,80.1,-26.5
1862,XENETIC BIOSCIENCES,US,Pharmaceuticals & Biotechnology,38.6,1086.3,2.8,,1357.9,0.0,911.3,0.6,-45.0,382.9,-1581.0,0.0,0.0,43.2,-29.6
1863,SUMAVISION TECHNOLOGIES,China,Technology Hardware & Equipment,38.6,12.0,197.9,43.8,19.5,22.7,-22.5,11.5,24.9,79.1,12.6,1.6,0.5,1376.6,21.1
1864,CGI,Canada,Technology Hardware & Equipment,38.6,20.4,7548.2,3.9,0.5,116.9,35.1,1.5,1083.3,7.1,14.4,68.0,4.6,12227.3,27.6
1865,MIRACA,Japan,Pharmaceuticals & Biotechnology,38.6,-16.7,1658.9,-3.5,2.3,35.6,-23.1,2.1,200.8,697.9,12.1,6.1,-0.2,2281.1,-5.8
1866,CONCORDIA INTERNATIONAL,Canada,Pharmaceuticals & Biotechnology,38.6,171.1,774.3,103.0,5.0,1.8,-8.2,0.2,-894.4,-1315.9,-115.5,0.5,8.4,411.6,-83.0
1867,NISSIN KOGYO,Japan,Automobiles & Parts,38.5,2.4,1355.5,-0.5,2.8,,,,100.7,15.7,7.4,9.6,2.1,800.6,-10.1
1868,DIAGEO,UK,Beverages,38.5,17.9,14063.1,14.9,0.3,604.5,2.4,4.3,4126.7,26.2,29.3,30.1,-6.3,61971.6,22.0
1869,KUREHA,Japan,Chemicals,38.5,-3.1,1074.5,-7.2,3.6,,,,72.1,-29.6,6.7,4.4,8.3,575.5,-8.9
1870,ULTRA ELECTRONICS,UK,Aerospace & Defence,38.4,1.8,917.0,8.2,4.2,5.4,1.0,0.6,123.0,48.5,13.4,4.5,-7.8,1386.9,-3.5
1871,IMMUNE DESIGN,US,Pharmaceuticals & Biotechnology,38.4,40.0,12.6,39.4,305.4,0.1,-68.9,1.0,-51.4,37.3,-408.9,0.1,15.9,134.9,-55.7
1872,SAXA HOLDINGS,Japan,Technology Hardware & Equipment,38.4,-6.9,328.3,-12.9,11.7,3.0,-26.0,0.9,8.4,-35.6,2.6,1.1,-0.5,114.6,-2.6
1873,MESOBLAST,Australia,Pharmaceuticals & Biotechnology,38.4,581.8,1.3,-95.3,2877.5,0.2,-56.9,16.0,-62.2,11.3,-4662.6,0.1,-30.6,351.1,-54.3
1874,CASTLIGHT HEALTH,US,Software & Computer Services,38.4,34.5,96.5,35.0,39.8,1.6,-68.3,1.7,-56.0,-26.5,-58.0,0.4,-17.9,191.5,-3.7
1875,ENBW ENERGIE BADEN-WURTTEMBERG,Germany,Electricity,38.2,30.8,19368.4,-8.5,0.2,1189.4,-16.0,6.1,-1641.0,-564.1,-8.5,20.3,0.8,5931.2,-5.7
1876,FOCALTECH SYSTEMS,Taiwan,Electronic & Electrical Equipment,38.2,-1.5,323.6,-4.0,11.8,0.7,-41.5,0.2,6.1,-235.6,1.9,,,278.9,-3.3
1877,BOSCH MAHLE TURBO SYSTEMS,Germany,Automobiles & Parts,38.1,19.0,263.1,92.1,14.5,,,,-130.1,93.6,-49.5,0.9,62.2,,
1878,EASTMAN KODAK,US,Leisure Goods,37.9,-34.4,1463.8,-14.2,2.6,38.9,-4.7,2.7,147.0,68.5,10.0,6.1,-4.7,620.8,10.9
1879,METASWITCH NETWORKS,UK,Software & Computer Services,37.9,-3.0,131.9,9.5,28.7,1.3,-31.4,1.0,-26.7,-1529.7,-20.2,0.7,6.1,,
1880,HUA HONG SEMICONDUCTOR,China,Technology Hardware & Equipment,37.8,-9.4,684.4,11.0,5.5,160.0,-7.3,23.4,130.9,19.5,19.1,3.9,4.0,1075.2,22.7
1881,ILUKA RESOURCES,Australia,Mining,37.8,75.5,498.6,-11.4,7.6,43.6,1.9,8.7,-170.3,-267.2,-34.2,0.8,63.8,1891.2,-11.4
1882,CATCHER TECHNOLOGY,Taiwan,Technology Hardware & Equipment,37.8,-21.9,2323.9,-4.0,1.6,250.4,-57.0,10.8,898.5,-6.1,38.7,,,5159.5,-31.3
1883,JIANGSU PROTRULY VISION TECHNOLOGY,China,Forestry & Paper,37.8,228.4,555.0,150.6,6.8,81.5,2001.1,14.7,133.2,125.1,24.0,2.9,110.0,1939.8,
1884,FINGERPRINT CARDS,Sweden,Electronic & Electrical Equipment,37.7,88.4,694.9,128.9,5.4,6.6,705.1,0.9,268.8,180.9,38.7,0.3,104.0,3620.3,169.2
1885,BIC,France,Household Goods & Home Construction,37.7,16.2,2272.4,1.4,1.7,170.6,51.3,7.5,354.9,-17.8,15.6,9.9,2.2,6272.2,-7.5
1886,NORSK HYDRO,Norway,Industrial Metals & Mining,37.6,14.0,9019.4,-6.5,0.4,760.8,31.6,8.4,760.4,-16.3,8.4,12.9,-2.7,8065.3,23.6
1887,SHANDONG GOLD MINING,China,Mining,37.6,78.0,6818.4,28.5,0.6,268.0,24.6,3.9,269.2,49.7,3.9,14.7,15.2,8108.2,136.4
1888,EFFEM HOLDINGS,UK,Food Producers,37.5,8.9,3526.0,10.4,1.1,88.2,56.5,2.5,434.0,-7.8,12.3,5.5,9.9,,
1889,HAREON SOLAR TECHNOLOGY,China,General Industrials,37.5,-22.5,524.4,-32.6,7.1,70.8,-68.7,13.5,-24.4,-160.8,-4.7,4.9,-20.1,1528.6,31.6
1890,KRATON,US,Chemicals,37.5,27.3,1654.6,68.6,2.3,119.0,-2.6,7.2,161.1,316.2,9.7,2.0,114.9,1055.5,68.1
1891,ZAFGEN,US,Pharmaceuticals & Biotechnology,37.4,-27.7,,,,0.6,10.9,,-55.2,-21.1,,0.0,-30.4,77.5,-91.8
1892,CHUGOKU ELECTRIC POWER,Japan,Electricity,37.4,-7.2,9749.8,-2.5,0.4,1377.8,-14.4,14.1,280.4,-31.0,2.9,13.6,-0.7,3743.1,-30.0
1893,VAISALA,Finland,Electronic & Electrical Equipment,37.4,5.4,319.1,0.2,11.7,7.7,-7.2,2.4,22.3,-24.4,7.0,1.6,-0.5,510.4,45.2
1894,NINGBO HUAXIANG ELECTRONIC,China,Automobiles & Parts,37.4,-1.4,1628.3,28.5,2.3,99.1,16.8,6.1,167.4,145.5,10.3,15.6,28.5,1449.7,84.1
1895,IDEX,US,Industrial Engineering,37.4,17.3,2004.6,4.6,1.9,36.3,-12.6,1.8,409.6,1.6,20.4,7.2,5.2,6748.6,28.0
1896,UNIVERSAL DISPLAY,US,Electronic & Electrical Equipment,37.3,-11.6,188.7,4.1,19.7,98.0,1924.1,51.9,64.9,112.0,34.4,0.2,31.2,2565.4,58.0
1897,GUANGXI LIUGONG MACHINERY,China,General Industrials,37.2,16.3,938.8,4.6,4.0,11.9,-57.0,1.3,33.5,33.7,3.6,8.0,-7.8,1064.3,-17.3
1898,ELMOS SEMICONDUCTOR,Germany,Technology Hardware & Equipment,37.2,-4.1,228.6,4.1,16.3,20.8,-38.7,9.1,23.1,5.8,10.1,1.1,1.7,272.2,-14.4
1899,1 800 FLOWERSCOM,US,General Retailers,37.2,12.9,1112.8,4.6,3.3,32.2,4.2,2.9,41.1,15.1,3.7,4.5,-0.8,310.7,37.1
1900,ZHEJIANG SEMIR GARMENT,China,Personal Goods,37.2,102.4,1435.2,13.1,2.6,67.2,-3.3,4.7,272.6,0.4,19.0,2.7,16.0,2928.5,10.6
1901,STONERIDGE,US,Automobiles & Parts,37.1,1.7,660.3,7.9,5.6,23.2,-14.8,3.5,43.2,60.5,6.5,4.2,2.4,457.8,41.6
1902,SINOTRUK JINAN TRUCK,China,Automobiles & Parts,37.1,-3.1,2848.2,9.3,1.3,8.8,-4.2,0.3,126.9,33.4,4.5,8.2,-0.8,1065.9,38.9
1903,CHINA RESOURCES SANJIU MEDICAL & PHARMACEUTICAL,China,Pharmaceuticals & Biotechnology,37.1,13.4,1202.0,13.4,3.1,48.4,7.2,4.0,179.6,3.5,14.9,13.3,8.0,3443.4,-1.0
1904,NATIONAL BANK OF GREECE,Greece,Banks,37.0,15.6,2129.0,15.0,1.7,,,,87.0,-102.4,4.1,16.3,-4.8,1930.0,5.1
1905,HUNTER DOUGLAS,Netherlands,Construction & Materials,37.0,5.4,2676.2,10.5,1.4,79.7,40.0,3.0,249.5,17.9,9.3,20.9,31.9,1835.4,39.3
1906,TAKARA,Japan,Beverages,37.0,-1.3,1902.2,3.9,1.9,43.7,-6.4,2.3,104.7,13.1,5.5,4.4,16.6,1580.8,9.4
1907,TAIHEIYO CEMENT,Japan,Construction & Materials,36.9,7.3,6486.3,-4.4,0.6,395.0,35.4,6.1,345.5,-22.3,5.3,13.0,3.5,3242.6,-21.5
1908,INC RESEARCH UK,UK,Pharmaceuticals & Biotechnology,36.8,-2.1,276.6,60.0,13.3,0.4,-58.9,0.1,43.1,136.7,15.6,0.7,8.6,,
1909,ASIA VITAL COMPONENTS,Taiwan,Technology Hardware & Equipment,36.7,6.0,778.5,3.2,4.7,56.1,33.9,7.2,49.4,26.4,6.3,,,258.9,32.7
1910,GOODBABY INTERNATIONAL,China,Personal Goods,36.7,1.2,763.2,-10.3,4.8,32.4,43.9,4.2,26.4,-22.9,3.5,11.2,-9.2,516.9,26.1
1911,ANHUI HELI,China,Industrial Engineering,36.7,42.0,831.5,8.9,4.4,15.5,-11.8,1.9,67.7,19.5,8.1,5.7,-2.6,943.9,4.7
1912,HEALTHSTREAM,US,Support Services,36.6,22.7,214.4,8.1,17.1,14.0,-3.6,6.6,5.3,-58.9,2.5,1.1,15.2,800.6,7.3
1913,KOREA GAS,South Korea,"Gas, Water & Multiutilities",36.6,-8.3,16580.9,-19.0,0.2,1492.2,-22.3,9.0,720.8,-8.9,4.3,,,3078.2,5.5
1914,APP ANNIE,UK,Software & Computer Services,36.6,267.1,30.3,473.6,120.6,0.1,-48.3,0.2,-34.1,259.7,-112.5,0.0,136.4,,
1915,ASAHI INTECC,Japan,Health Care Equipment & Services,36.5,15.7,320.9,11.9,11.4,28.6,-1.0,8.9,81.2,25.4,25.3,5.5,6.0,2397.6,-6.4
1916,GUODIAN NANJING AUTOMATION,China,Electronic & Electrical Equipment,36.5,1.7,781.8,4.7,4.7,7.7,-55.1,1.0,44.3,-26.5,5.7,4.6,-3.0,674.6,-11.8
1917,JIANGSU KANION PHARMACEUTICAL,China,Pharmaceuticals & Biotechnology,36.4,-24.9,401.2,6.1,9.1,44.4,-13.2,11.1,58.8,-3.6,14.7,4.6,-19.4,1070.3,-8.6
1918,SHANDONG LUOXIN PHARMACY STOCK,China,Pharmaceuticals & Biotechnology,36.3,22.7,562.1,14.0,6.5,28.8,14.8,5.1,54.5,-24.9,9.7,,,,
1919,D LINK,Taiwan,Technology Hardware & Equipment,36.3,-12.4,673.3,-13.9,5.4,3.5,-26.1,0.5,-25.1,-44.3,-3.7,,,219.3,17.1
1920,FLUIDIGM,US,Technology Hardware & Equipment,36.3,-2.2,99.1,-8.9,36.7,4.8,-52.5,4.8,-69.4,35.2,-70.1,0.6,0.9,250.9,-24.4
1921,BHARAT HEAVY ELECTRICALS,India,Industrial Engineering,36.2,-7.7,3582.3,-14.2,1.0,190.9,319.9,5.3,-17.8,-103.7,-0.5,42.2,-6.0,4751.3,-38.6
1922,FUJI OIL,Japan,Food Producers,36.2,8.6,2376.1,1.7,1.5,122.6,17.4,5.2,141.1,3.7,5.9,5.1,-1.7,1441.1,19.7
1923,DICERNA PHARMACEUTICALS,US,Pharmaceuticals & Biotechnology,36.2,-6.7,0.3,60.3, ,0.4,-60.4,152.2,-56.7,-5.2, ,0.0,-2.1,62.0,-71.1
1924,GALAXIDI MARINE FARM,Greece,Food Producers,36.2,3.5,51.5,15.2,70.4,2.2,-12.6,4.3,5.9,142.9,11.5,0.3,1.2,5.2,-35.9
1925,BELIMO,Switzerland,Industrial Engineering,36.2,6.7,497.4,8.2,7.3,10.8,-60.7,2.2,81.1,16.5,16.3,1.4,2.2,1891.7,49.6
1926,ENVESTNET,US,Support Services,36.2,140.0,548.5,37.4,6.6,21.4,53.4,3.9,-21.7,-216.2,-4.0,3.2,20.0,1604.7,52.1
1927,SKC,South Korea,General Industrials,36.1,5.3,1853.4,-4.3,1.9,69.4,17.1,3.7,117.3,-31.5,6.3,,,809.3,-27.0
1928,A&D,Japan,Health Care Equipment & Services,36.1,-4.5,326.5,-0.1,11.1,7.5,-27.1,2.3,9.1,-1.2,2.8,2.6,-2.2,68.4,-14.6
1929,J2 GLOBAL,US,Mobile Telecommunications,36.1,10.8,829.4,21.3,4.4,27.6,55.0,3.3,230.1,21.7,27.7,2.4,50.9,3105.0,-2.9
1930,YUANDA CHINA HOLDINGS,China,Construction & Materials,36.1,-22.9,999.8,-14.8,3.6,9.4,-20.3,0.9,13.3,-131.2,1.3,7.4,-6.3,167.9,-43.3
1931,HUADONG MEDICINE,China,Pharmaceuticals & Biotechnology,36.1,21.3,3441.8,16.8,1.0,63.7,21.9,1.9,268.9,22.1,7.8,7.0,29.5,4008.9,-7.3
1932,KENNAMETAL,US,Industrial Engineering,36.0,-3.6,1952.7,-1.9,1.8,112.0,6.6,5.7,168.8,77.4,8.6,10.7,-4.3,2119.7,-7.9
1933,SDF,Italy,Industrial Engineering,36.0,-2.7,1366.2,-1.7,2.6,58.2,-31.2,4.3,68.7,-14.5,5.0,2.9,0.8,,
1934,FINANCIAL ENGINES,US,Financial Services,36.0,6.8,402.2,36.4,9.0,13.2,25.1,3.3,51.2,9.8,12.7,0.9,70.8,1874.0,17.6
